;MATRÍCULA;end;LAT;LNG
1186;224574;AVENIDA DR.OLIVIO LIRA - ESTACIO G2, 353 - PRAIA DA COSTA VILA VELHA-ES;-20.3386274;-40.2873613
1187;224606;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
1188;224616;ALAMEDA TOCANTINS, 822 - ALPHAVILLE SAO PAULO-SP;-23.5014631;-46.8557912
1189;224630;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1190;224654;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
1191;224661;RUA SAO BENTO, 8 - CENTRO RIO DE JANEIRO-RJ;-22.8984337;-43.1790675
1192;224671;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
1193;224678;AVENIDA CAROLINA DE ABREU PAULINO, 66 - VILA SAO FRANCISCO ITAPEVI-SP;-23.5416866;-46.9265667
1194;224682;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1195;224691;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
1196;224705;AVENIDA NILO PEÇANHA - UNISINOS PORTO ALEGRE, 1640 - PETRÓPOLIS PORTO ALEGRE-RS;-30.0272436;-51.1750875
1197;224723;Rua Tenente Possolo - 1º ao 9º Andares, 33 - Bairro de Fátima RIO DE JANEIRO-RJ;-22.9124346;-43.1904406
1198;224739;AVENIDA DANIEL DE LA TOUCHE, 987 - COHAMA SAO LUIS-MA;-2.5270232;-44.2553317
1199;224743;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1200;224754;RUA BARAO DE MAUA, 181 - SAO JOSE SAO CAETANO DO SUL-SP;-23.6289545;-46.579389
1201;224891;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1202;224766;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1203;224768;AVENIDA NILO PEÇANHA - UNISINOS PORTO ALEGRE, 1640 - PETRÓPOLIS PORTO ALEGRE-RS;-30.0272436;-51.1750875
1204;224773;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1205;224778;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1206;224789;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1207;224792;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1208;224802;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1209;224805;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1210;224806;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1211;224812;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1212;224818;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1213;224821;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1214;224824;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1215;224829;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
1216;224831;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1217;224833;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1218;224834;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1219;224836;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
1220;224842;RUA CAPITAO ARMINDO BIER, 205 - VICENTINA SAO LEOPOLDO-RS;-29.7780778;-51.1592058
1221;224855;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1222;224877;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
1223;224889;Rua Dona Luiza, 311 - Milionários BELO HORIZONTE-MG;-19.9856661;-44.0064942
1224;224910;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
1225;224879;AVENIDA DR ARNALDO, 251 - CERQUEIRA CESAR SAO PAULO-SP;-23.5560378;-46.6681363
1226;224914;AVENIDA DR ARNALDO, 251 - CERQUEIRA CESAR SAO PAULO-SP;-23.5560378;-46.6681363
1227;224944;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
1228;224952;RUA SANTA CATARINA, 941 - CENTRO BELO HORIZONTE-MG;-19.9289945;-43.9452062
1229;224955;Rua Gessy Gonçalves Fontes, 153 - Centro SAO JOAO DE MERITI-RJ;-22.8034921;-43.37267019999999
1230;224956;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
1231;224962;AVENIDA 80A, 777 - JARDIM VILAGE RIO CLARO-SP;-22.3776698;-47.54229369999999
1232;224970;Avenida Torquato Tapajós, 9250 - Colonia Terra Nova MANAUS-AM;-2.9978928;-60.0298732
1233;224976;Avenida Torquato Tapajós, 9250 - Colonia Terra Nova MANAUS-AM;-2.9978928;-60.0298732
1234;224988;;42.2780436;-83.7382241
1235;224980;;42.2780436;-83.7382241
1236;224982;;42.2780436;-83.7382241
1237;224985;;42.2780436;-83.7382241
1238;224986;;42.2780436;-83.7382241
1239;224994;;42.2780436;-83.7382241
1240;224997;;42.2780436;-83.7382241
1241;224998;;42.2780436;-83.7382241
1242;225003;;42.2780436;-83.7382241
1243;225010;AVENIDA CONDE ZEPPELIN - PRÉDIO 2, 1935 - EDEN SOROCABA-SP;-23.4311103;-47.3941383
1244;225013;TRAVESSA ANTONIO EUGENIO DA FONSECA, 250 - VILA JOSEFINA CONCEICAO DOS OUROS-MG;-22.4199848;-45.7998184
1245;225015;TRAVESSA ANTONIO EUGENIO DA FONSECA, 250 - VILA JOSEFINA CONCEICAO DOS OUROS-MG;-22.4199848;-45.7998184
1246;225014;;42.2780436;-83.7382241
1247;225017;TRAVESSA ANTONIO EUGENIO DA FONSECA, 250 - VILA JOSEFINA CONCEICAO DOS OUROS-MG;-22.4199848;-45.7998184
1248;225019;;42.2780436;-83.7382241
1249;225020;AVENIDA LEOPOLDO DEDINI - DPSS, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1250;225031;AVENIDA LEOPOLDO DEDINI, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1251;225037;;42.2780436;-83.7382241
1252;225038;;42.2780436;-83.7382241
1253;225039;;42.2780436;-83.7382241
1254;225040;;42.2780436;-83.7382241
1255;225041;;42.2780436;-83.7382241
1256;225042;;42.2780436;-83.7382241
1257;225049;;42.2780436;-83.7382241
1258;225050;;42.2780436;-83.7382241
1259;225052;;42.2780436;-83.7382241
1260;225056;RODOVIA DOS TAMOIOS - KM 21, S/N - TAPANHAO JAMBEIRO-SP;-23.3192799;-45.7331173
1261;225069;RODOVIA DOS TAMOIOS - KM 21, S/N - TAPANHAO JAMBEIRO-SP;-23.3192799;-45.7331173
1262;225070;RODOVIA DOS TAMOIOS - KM 21, S/N - TAPANHAO JAMBEIRO-SP;-23.3192799;-45.7331173
1263;225073;AVENIDA LEOPOLDO DEDINI, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1264;225075;AVENIDA LEOPOLDO DEDINI - DPSS, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1265;225077;AVENIDA LEOPOLDO DEDINI, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1266;225078;AVENIDA LEOPOLDO DEDINI - DPSS, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1267;228732;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1268;225065;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1269;225066;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1270;225067;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1271;225068;AVENIDA CONDE ZEPPELIN - PRÉDIO 2, 1935 - EDEN SOROCABA-SP;-23.4311103;-47.3941383
1272;225089;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1273;225092;RUA ORFANOTROFIO, 555 - CRISTAL PORTO ALEGRE-RS;-30.0798317;-51.2196728
1274;225103;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
1275;225112;RUA JOSE DO PATROCINIO, 853 e866 - NITEROI CANOAS-RS;-29.9452018;-51.1681019
1276;225138;RUA SAO BENTO, 8 - CENTRO RIO DE JANEIRO-RJ;-22.8984337;-43.1790675
1277;225140;AVENIDA NOEL NUTELS-DE 0653/0654 A 1000/1001 (CJ C, 1752 - CIDADE NOVA MANAUS-AM;-3.0299777;-59.9782517
1278;225141;RUA ORFANOTROFIO, 555 - CRISTAL PORTO ALEGRE-RS;-30.0798317;-51.2196728
1279;225173;AVENIDA BOSQUE DA SAUDE, 1926 - SAUDE SAO PAULO-SP;-23.6135749;-46.6203252
1280;225165;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
1281;225185;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1282;225187;RUA ORFANOTROFIO, 555 - CRISTAL PORTO ALEGRE-RS;-30.0798317;-51.2196728
1283;225189;AV CARVALHO LEAL, 1688 - CACHOEIRINHA MANAUS-AM;-3.1208286;-60.0057092
1284;225197;RUA RUI BARBOSA, 1020 - COSTA E SILVA JOINVILLE-SC;-26.264066;-48.8703801
1285;225198;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
1286;225201;ALAMEDA PRINCESA IZABEL, 1808 - BIGORRILHO CURITIBA-PR;-25.4342873;-49.2944689
1287;225209;AVENIDA NOEL NUTELS-DE 0653/0654 A 1000/1001 (CJ C, 1752 - CIDADE NOVA MANAUS-AM;-3.0299777;-59.9782517
1288;225222;AVENIDA CANDIDO DE ABREU, 651 11º ANDAR, 651 - CENTRO CIVICO CURITIBA-PR;-25.4185541;-49.2691933
1289;225240;;42.2780436;-83.7382241
1290;225242;RUA BARAO DE MAUA, 181 - SAO JOSE SAO CAETANO DO SUL-SP;-23.6289545;-46.579389
1291;225251;AVENIDA SERTORIO, 5310 - SARANDI PORTO ALEGRE-RS;-29.9975897;-51.1514335
1292;225272;AVENIDA NILO PEÇANHA - UNISINOS PORTO ALEGRE, 1640 - PETRÓPOLIS PORTO ALEGRE-RS;-30.0272436;-51.1750875
1293;225277;Rua Dona Luiza, 311 - Milionários BELO HORIZONTE-MG;-19.9856661;-44.0064942
1294;225278;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
1295;225288;BR 101 NORTE KM 02, S/N - ROSARIO DE FATIMA SERRA-ES;-20.2314338;-40.2737506
1296;225295;AVENIDA AMERICAS, DAS - Village Mall, 3900 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9984349;-43.3512508
1297;225298;AVENIDA ESTADO, DO - 2º Andar, 5533 - MOOCA SAO PAULO-SP;-23.565684;-46.61054679999999
1298;225303;RUA BARAO DE MAUA, 181 - SAO JOSE SAO CAETANO DO SUL-SP;-23.6289545;-46.579389
1299;225317;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1300;225350;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1301;225331;AVENIDA 80A, 777 - JARDIM VILAGE RIO CLARO-SP;-22.3776698;-47.54229369999999
1302;225404;Avenida Cesário de Melo, 3434 - Campo Grande RIO DE JANEIRO-RJ;-22.9072752;-43.5638485
1303;225406;RUA CANDELARIA, 60 - CENTRO RIO DE JANEIRO-RJ;-22.9000307;-43.1772652
1304;225408;Rua Tenente Possolo - 1º ao 9º Andares, 33 - Bairro de Fátima RIO DE JANEIRO-RJ;-22.9124346;-43.1904406
1305;225409;Avenida Cesário de Melo, 3434 - Campo Grande RIO DE JANEIRO-RJ;-22.9072752;-43.5638485
1306;225412;Avenida Cesário de Melo, 3434 - Campo Grande RIO DE JANEIRO-RJ;-22.9072752;-43.5638485
1307;225442;AVENIDA MARACANÃ, 987 - TIJUCA RIO DE JANEIRO-RJ;-22.9217276;-43.2355945
1308;225471;AVENIDA LEOPOLDO DEDINI, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1309;225472;AVENIDA LEOPOLDO DEDINI, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1310;225453;Rua Tenente Possolo - 1º ao 9º Andares, 33 - Bairro de Fátima RIO DE JANEIRO-RJ;-22.9124346;-43.1904406
1311;225455;Rua Dr. Ataíde Pimenta de Moraes, 408 - Centro NOVA IGUACU-RJ;-22.7548073;-43.4502319
1312;225503;AVENIDA JORGE CURI - BL B até E, 550 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9930824;-43.3705288
1313;225504;Rua Dr. Ataíde Pimenta de Moraes, 408 - Centro NOVA IGUACU-RJ;-22.7548073;-43.4502319
1314;225515;AVENIDA AMERICAS, DAS - Village Mall, 3900 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9984349;-43.3512508
1315;225517;Rua Dona Luiza, 311 - Milionários BELO HORIZONTE-MG;-19.9856661;-44.0064942
1316;225519;RUA SAO BENTO, 8 - CENTRO RIO DE JANEIRO-RJ;-22.8984337;-43.1790675
1317;225520;;42.2780436;-83.7382241
1318;225535;AVENIDA MINISTRO JOAO GONCALVES, 880 - DISTRITO INDUSTRIAL MANAUS-AM;-3.1285971;-59.9659192
1319;225536;AV CARVALHO LEAL, 1688 - CACHOEIRINHA MANAUS-AM;-3.1208286;-60.0057092
1320;225551;AVENIDA NOEL NUTELS-DE 0653/0654 A 1000/1001 (CJ C, 1752 - CIDADE NOVA MANAUS-AM;-3.0299777;-59.9782517
1321;225555;AVENIDA MINISTRO JOAO GONCALVES, 880 - DISTRITO INDUSTRIAL MANAUS-AM;-3.1285971;-59.9659192
1322;225563;ESTRADA DOS TRÊS RIOS, 542 - FREGUESIA RIO DE JANEIRO-RJ;-22.9381386;-43.3385678
1323;225566;AV TANCREDO NEVES, 274 - CAMINHO DAS ÁRVORES SALVADOR-BA;-12.9798547;-38.46309
1324;225569;RUA ORFANOTROFIO, 555 - CRISTAL PORTO ALEGRE-RS;-30.0798317;-51.2196728
1325;225576;;42.2780436;-83.7382241
1326;225594;;42.2780436;-83.7382241
1327;225585;AVENIDA MARACANÃ, 987 - TIJUCA RIO DE JANEIRO-RJ;-22.9217276;-43.2355945
1328;225618;RODOVIA PRESIDENTE DUTRA, 2660 E ANEXOS, 2660 - PAVUNA RIO DE JANEIRO-RJ;-22.8081178;-43.3385401
1329;225584;AVENIDA PREFEITO SEVERINO CABRAL, 1050 - CATOLE CAMPINA GRANDE-PB;-7.234707599999999;-35.870275
1330;225636;AVENIDA NILO PEÇANHA - UNISINOS PORTO ALEGRE, 1640 - PETRÓPOLIS PORTO ALEGRE-RS;-30.0272436;-51.1750875
1331;225637;AVENIDA CONDE ZEPPELIN - PRÉDIO 2, 1935 - EDEN SOROCABA-SP;-23.4311103;-47.3941383
1332;225643;AVENIDA SERTORIO, 5310 - SARANDI PORTO ALEGRE-RS;-29.9975897;-51.1514335
1333;225648;AVENIDA VINTE DE JANEIRO, s/n - GALEAO RIO DE JANEIRO-RJ;-22.805265;-43.25662930000001
1334;225647;AVENIDA PIRACEMA, 669 - TAMBORE BARUERI-SP;-23.5043583;-46.8343506
1335;225652;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1336;225663;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
1337;225659;RUA JOSE DO PATROCINIO, 853 e866 - NITEROI CANOAS-RS;-29.9452018;-51.1681019
1338;225662;RUA PAULO EMIDIO BARBOSA - QD V LT 5, 485 - ILHA DO FUNDÃO RIO DE JANEIRO-RJ;-22.8648722;-43.2154318
1339;225670;Rua Matrinxa, 1155 - Distrito Industrial MANAUS-AM;-3.1295239;-59.9751295
1340;225675;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
1341;225681;Rua Gessy Gonçalves Fontes, 153 - Centro SAO JOAO DE MERITI-RJ;-22.8034921;-43.37267019999999
1342;225691;AV CARVALHO LEAL, 1688 - CACHOEIRINHA MANAUS-AM;-3.1208286;-60.0057092
1343;225692;ALAMEDA PRINCESA IZABEL, 1808 - BIGORRILHO CURITIBA-PR;-25.4342873;-49.2944689
1344;225706;AVENIDA MINISTRO JOAO GONCALVES, 880 - DISTRITO INDUSTRIAL MANAUS-AM;-3.1285971;-59.9659192
1345;225731;PRAÇA LINNEU GOMES, S/N - SANTO AMARO SAO PAULO-SP;-23.627778;-46.6594918
1346;225759;AVENIDA CONDE ZEPPELIN - PRÉDIO 2, 1935 - EDEN SOROCABA-SP;-23.4311103;-47.3941383
1347;225774;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
1348;225769;RUA CARLOS GIANELLI, S/N - ALCANTARA SAO GONCALO-RJ;-22.8221962;-43.0497546
1349;225778;RUA SANTA CATARINA, 941 - CENTRO BELO HORIZONTE-MG;-19.9289945;-43.9452062
1350;225779;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1351;225787;RUA PROFESSOR ANTONIO PRUDENTE, 211 - LIBERDADE SAO PAULO-SP;-23.5650618;-46.637693
1352;225815;RODOVIA PRESIDENTE DUTRA, 2660 E ANEXOS, 2660 - PAVUNA RIO DE JANEIRO-RJ;-22.8081178;-43.3385401
1353;225817;ALAMEDA PRINCESA IZABEL, 1808 - BIGORRILHO CURITIBA-PR;-25.4342873;-49.2944689
1354;225821;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1355;225843;Rua Antônio de Albuquerque , 6º andar, 156 - Savassi BELO HORIZONTE-MG;-19.9393162;-43.9301971
1356;225824;RUA DOUTOR PEDRO ZIMMERMANN - ANDAR 1 A 4, 2911 - ITOUPAVA CENTRAL BLUMENAU-SC;-26.7955841;-49.0866131
1357;225825;RUA DOUTOR PEDRO ZIMMERMANN - ANDAR 1 A 4, 2911 - ITOUPAVA CENTRAL BLUMENAU-SC;-26.7955841;-49.0866131
1358;225827;RUA DOUTOR PEDRO ZIMMERMANN - ANDAR 1 A 4, 2911 - ITOUPAVA CENTRAL BLUMENAU-SC;-26.7955841;-49.0866131
1359;225835;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
1360;225852;AVENIDA NILO PEÇANHA - UNISINOS PORTO ALEGRE, 1640 - PETRÓPOLIS PORTO ALEGRE-RS;-30.0272436;-51.1750875
1361;225857;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
1362;225863;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1363;225870;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
1364;225876;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
1365;225887;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
1366;225897;AVENIDA DO ESTADO, 5533 - MOOCA SAO PAULO-SP;-23.5578568;-46.6155363
1367;225906;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1368;225905;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
1369;225910;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1370;225913;PRAÇA LINNEU GOMES, S/N - SANTO AMARO SAO PAULO-SP;-23.627778;-46.6594918
1371;225929;AVENIDA DO ESTADO, 5533 - MOOCA SAO PAULO-SP;-23.5578568;-46.6155363
1372;225941;RUA RUI BARBOSA, 1020 - COSTA E SILVA JOINVILLE-SC;-26.264066;-48.8703801
1373;225935;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
1374;225954;AV CARVALHO LEAL, 1688 - CACHOEIRINHA MANAUS-AM;-3.1208286;-60.0057092
1375;225965;Avenida Torquato Tapajós, 9250 - Colonia Terra Nova MANAUS-AM;-2.9978928;-60.0298732
1376;225961;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
1377;225985;RODOVIA DOS TAMOIOS - KM 21, S/N - TAPANHAO JAMBEIRO-SP;-23.3192799;-45.7331173
1378;225986;AVENIDA LEOPOLDO DEDINI, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1379;225991;AVENIDA LEOPOLDO DEDINI, 1363 - UNILESTE PIRACICABA-SP;-22.7280558;-47.5870621
1380;226004;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
1381;226005;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, s/n - VILA NOVA CONCEICAO SAO PAULO-SP;-23.5911607;-46.6828832
1382;226019;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
1383;226033;AVENIDA ABRAMO RANDON, 770 - 1º ANDAR, 770 - SAINT ETIENNE CAXIAS DO SUL-RS;-29.1471048;-51.1528629
1384;226041;AVENIDA POMPEIA, 1178 - VILA POMPEIA SAO PAULO-SP;-23.5339346;-46.6883208
1385;226044;RUA CORONEL FERNANDO PRESTES, 1177 - VILA DORA SANTO ANDRE-SP;-23.667658;-46.5316907
1386;226075;;42.2780436;-83.7382241
1387;226114;RUA QUATA, 300 - VILA OLIMPIA SAO PAULO-SP;-23.5984762;-46.6765517
1388;226147;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1389;226152;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1390;226155;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1391;226158;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1392;226187;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
1393;226135;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1394;226151;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
1395;226154;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1396;226161;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
1397;226167;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1398;226168;AVENIDA AMERICAS, DAS, 4666 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9976583;-43.3581268
1399;226189;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1400;226200;AVENIDA AMERICAS, DAS - Village Mall, 3900 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9984349;-43.3512508
1401;226211;AVENIDA AMERICAS, DAS - Village Mall, 3900 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9984349;-43.3512508
1402;226213;AVENIDA DAS AMERICAS - BLOCO 7 5º ANDAR, 3434 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-23.0059298;-43.3191667
1403;226216;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1404;226219;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1405;226223;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1406;226225;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1407;226227;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
1408;226229;AVENIDA AMERICAS, DAS - Village Mall, 3900 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9984349;-43.3512508
1409;226234;Av. Presidente Juscelino Kubitschek, 2.041 - Vila Nova Conceição SAO PAULO-SP;-23.5911607;-46.6828832
1410;226289;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1411;226290;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
1412;226254;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
