;MATRÍCULA;end;LAT;LNG
0;10438;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
1;10515;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
2;10479;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
3;10393;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
4;11879;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
5;10027;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
6;200400;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
7;200319;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
8;103387;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
9;200291;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
10;100506;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
11;100050;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
12;100482;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
13;10137;AVENIDA DO ESTADO, 5533 - MOOCA SAO PAULO-SP;-23.5578568;-46.6155363
14;10107;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
15;10099;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
16;10169;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
17;10182;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
18;100035;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
19;50054;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
20;50060;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
21;10214;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
22;50011;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
23;50078;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
24;50101;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
25;40040;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
26;106122;ALAMEDA TOCANTINS, 822 - ALPHAVILLE SAO PAULO-SP;-23.5014631;-46.8557912
27;10257;RUA FERREIRA DE ARAUJO, 741 - PINHEIROS SAO PAULO-SP;-23.5641281;-46.69757
28;200290;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
29;100503;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
30;40049;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
31;10298;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
32;10310;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
33;10339;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
34;10361;AVENIDA DO ESTADO, 5533 - MOOCA SAO PAULO-SP;-23.5578568;-46.6155363
35;10370;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
36;102767;AV FRANCISCO MATARAZZO, S/N - AGUA BRANCA SAO PAULO-SP;-23.5271065;-46.6744199
37;200331;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
38;233698;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
39;50110;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
40;60014;Rua Coronel Fernando Ferreira Leite, 1540 - Residencial Florida RIBEIRAO PRETO-SP;-21.2127492;-47.8159431
41;60004;Rua Coronel Fernando Ferreira Leite, 1540 - Residencial Florida RIBEIRAO PRETO-SP;-21.2127492;-47.8159431
42;10686;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
43;10693;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
44;104720;AVENIDA CHEDID JAFET, 222 - VILA OLIMPIA SAO PAULO-SP;-23.5927603;-46.6901899
45;200332;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
46;200317;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
47;200293;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
48;200329;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
49;40090;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
50;10880;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
51;10910;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
52;40102;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
53;200346;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
54;10994;AV FRANCISCO MATARAZZO, S/N - AGUA BRANCA SAO PAULO-SP;-23.5271065;-46.6744199
55;90098;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
56;11035;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
57;90037;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
58;40202;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
59;40131;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
60;200314;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
61;102845;RUA PAULO EMIDIO BARBOSA - QD V LT 5, 485 - ILHA DO FUNDÃO RIO DE JANEIRO-RJ;-22.8648722;-43.2154318
62;11148;RUA DOMINGOS DE MORAIS, 2564 - VILA MARIANA SAO PAULO-SP;-23.5990138;-46.6369018
63;11202;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
64;40246;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
65;200201;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
66;80327;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
67;11473;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
68;200570;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
69;40313;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
70;60051;Rua Coronel Fernando Ferreira Leite, 1540 - Residencial Florida RIBEIRAO PRETO-SP;-21.2127492;-47.8159431
71;80325;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
72;100507;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
73;100156;AVENIDA MARACANÃ, 987 - TIJUCA RIO DE JANEIRO-RJ;-22.9217276;-43.2355945
74;100155;AVENIDA MARACANÃ, 987 - TIJUCA RIO DE JANEIRO-RJ;-22.9217276;-43.2355945
75;102235;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
76;40361;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
77;40397;RUA VICTOR CIVITA, BL 1 SALA 104, 201 E 301, 77 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9744162;-43.3665392
78;100511;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
79;11713;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
80;40559;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
81;200339;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
82;30007;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
83;200325;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
84;100483;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
85;80044;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
86;80039;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
87;40622;AVENIDA AMERICAS, DAS - Village Mall, 3900 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9984349;-43.3512508
88;11901;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
89;11904;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
90;50151;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
91;11923;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
92;90005;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
93;90008;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
94;40734;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
95;40735;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
96;90031;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
97;100186;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
98;100187;AVENIDA MARACANÃ, 987 - TIJUCA RIO DE JANEIRO-RJ;-22.9217276;-43.2355945
99;50154;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
100;101865;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
101;2781;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
102;90215;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
103;101070;AVENIDA DAS AMERICAS, 19019 - RECREIO DOS BANDEIRANTES RIO DE JANEIRO-RJ;-23.0220166;-43.4883664
104;3108;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
105;90066;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
106;200218;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
107;100861;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
108;100516;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
109;12149;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
110;100377;ESTRADA DA PORTELA, 222 - MADUREIRA RIO DE JANEIRO-RJ;-22.8709926;-43.3411903
111;100359;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
112;40941;AVENIDA AFRANIO DE MELO FRANCO, 290 - LEBLON RIO DE JANEIRO-RJ;-22.9824428;-43.2169266
113;40955;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
114;102696;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
115;41072;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
116;80052;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
117;80053;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
118;80057;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
119;80061;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
120;80070;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
121;80095;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
122;80071;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
123;80073;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
124;41096;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
125;41101;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
126;90115;RUA EMILIANO PERNETA, 466 - CENTRO CURITIBA-PR;-25.43573;-49.2763018
127;200205;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
128;200204;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
129;100438;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
130;41095;AVENIDA ANTONIO GALOTTI, S/N - JACAREPAGUÁ RIO DE JANEIRO-RJ;-22.9710371;-43.36724539999999
131;41178;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
132;100292;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
133;100419;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
134;100290;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
135;100403;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
136;100410;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
137;100411;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
138;100413;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
139;100295;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
140;100298;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
141;3143;ALAMEDA TOCANTINS, 822 - ALPHAVILLE SAO PAULO-SP;-23.5014631;-46.8557912
142;80105;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
143;12225;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
144;12230;AV FRANCISCO MATARAZZO, S/N - AGUA BRANCA SAO PAULO-SP;-23.5271065;-46.6744199
145;12246;AV FRANCISCO MATARAZZO, S/N - AGUA BRANCA SAO PAULO-SP;-23.5271065;-46.6744199
146;90136;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
147;41334;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
148;200090;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
149;103456;AVENIDA PIRACEMA, 669 - TAMBORE BARUERI-SP;-23.5043583;-46.8343506
150;200274;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
151;12265;RUA DOMINGOS DE MORAIS, 2564 - VILA MARIANA SAO PAULO-SP;-23.5990138;-46.6369018
152;103710;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
153;41520;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
154;80371;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
155;41584;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
156;50398;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
157;80161;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
158;232813;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
159;80388;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
160;101077;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
161;100500;AVENIDA DAS AMERICAS, 19019 - RECREIO DOS BANDEIRANTES RIO DE JANEIRO-RJ;-23.0220166;-43.4883664
162;90293;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
163;200000;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
164;200845;AVENIDA ANTONIO GALOTTI, S/N - JACAREPAGUÁ RIO DE JANEIRO-RJ;-22.9710371;-43.36724539999999
165;200918;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
166;104104;Rua Dona Luiza, 311 - Milionários BELO HORIZONTE-MG;-19.9856661;-44.0064942
167;100681;;42.2780436;-83.7382241
168;200981;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
169;103242;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
170;227398;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
171;100992;RUA PAULO EMIDIO BARBOSA - QD V LT 5, 485 - ILHA DO FUNDÃO RIO DE JANEIRO-RJ;-22.8648722;-43.2154318
172;103198;AVENIDA IGUACU - Intertechne, 100 - AGUA VERDE CURITIBA-PR;-25.4395007;-49.2629961
173;101021;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
174;201203;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
175;201268;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
176;101090;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
177;201498;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
178;201641;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
179;101639;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
180;101647;AVENIDA PRINCESA DIANA, 760 - ALPHAVILLE LAGOA DOS INGLESES NOVA LIMA-MG;-20.1625298;-43.9553422
181;101613;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
182;101556;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
183;101598;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
184;101737;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
185;101779;Rua Comendador Araújo, 499 - Centro CURITIBA-PR;-25.4371334;-49.27971429999999
186;202201;ALAMEDA TOCANTINS, 822 - ALPHAVILLE SAO PAULO-SP;-23.5014631;-46.8557912
187;202233;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
188;202263;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
189;223418;Avenida Americo Buiaz, 200 - Enseada do Sua VITORIA-ES;-20.312346;-40.2880496
190;202337;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
191;101906;RUA JOAO MARCHESINI, 139 - PRADO VELHO CURITIBA-PR;-25.4522717;-49.2459491
192;202466;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
193;102015;AVENIDA PIRACEMA, 669 - TAMBORE BARUERI-SP;-23.5043583;-46.8343506
194;101976;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
195;202556;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
196;102037;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
197;102195;Rua dos Tupis, 337 - Centro BELO HORIZONTE-MG;-19.9217918;-43.9401273
198;102213;RUA COMENDADOR ARAUJO- COND. EVOLUTION, 499 - CENTRO CURITIBA-PR;-25.4371334;-49.27971429999999
199;102233;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
200;102271;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
201;102275;RUA PAULO EMIDIO BARBOSA - QD V LT 5, 485 - ILHA DO FUNDÃO RIO DE JANEIRO-RJ;-22.8648722;-43.2154318
202;202750;ALAMEDA TOCANTINS, 822 - ALPHAVILLE SAO PAULO-SP;-23.5014631;-46.8557912
203;202899;AVENIDA AMERICAS, DAS, 4666 - BARRA DA TIJUCA RIO DE JANEIRO-RJ;-22.9976583;-43.3581268
204;102375;RUA LAURO MULLER - SHOP. RIO SUL, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
205;102401;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
206;202985;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
207;203068;RUA LAURO MULLER, 116 - BOTAFOGO RIO DE JANEIRO-RJ;-22.9569798;-43.1768217
208;203105;ALAMEDA TOCANTINS, 822 - ALPHAVILLE SAO PAULO-SP;-23.5014631;-46.8557912
209;102554;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
210;102619;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
211;102688;RUA CARLOS GIANELLI, S/N - ALCANTARA SAO GONCALO-RJ;-22.8221962;-43.0497546
212;102705;AV CARVALHO LEAL, 1688 - CACHOEIRINHA MANAUS-AM;-3.1208286;-60.0057092
213;102706;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
214;203387;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
215;203386;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
216;203384;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
217;103007;AVENIDA ALBERT EINSTEIN, 627/701 - JARDIM LEONOR SAO PAULO-SP;-23.6002008;-46.7153048
218;203781;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
219;103063;RUA NORMA PIERUCCINI GIANNOTTI, 327 - BARRA FUNDA SAO PAULO-SP;-23.5233334;-46.6536948
220;103086;Avenida Lauro Sodré, 445 - Botafogo RIO DE JANEIRO-RJ;-22.957067;-43.1766477
221;103297;AVENIDA PASTOR MARTIN LUTHER KING JR, 126 - INHAUMA RIO DE JANEIRO-RJ;-22.8718998;-43.28890730000001
222;204025;Avenida Americo Buiaz, 200 - Enseada do Sua VITORIA-ES;-20.312346;-40.2880496
223;204070;AVENIDA NAÇÕES UNIDAS - 8º ANDAR, 7815 - PINHEIROS SAO PAULO-SP;-23.5635787;-46.6916068
224;204073;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
225;103401;Rua Dona Luiza, 311 - Milionários BELO HORIZONTE-MG;-19.9856661;-44.0064942
226;103472;AVENIDA PRINCESA DIANA, 760 - ALPHAVILLE LAGOA DOS INGLESES NOVA LIMA-MG;-20.1625298;-43.9553422
227;204334;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
228;103630;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
229;103667;Rua Alexandre Dumas, 2200 - Chacara Santo Antonio SAO PAULO-SP;-23.6276441;-46.7107246
230;103682;AVENIDA UNISINOS, 950 - CRISTO REI SAO LEOPOLDO-RS;-29.7950629;-51.1548587
231;103689;Rua Dona Luiza, 311 - Milionários BELO HORIZONTE-MG;-19.9856661;-44.0064942
