Matricula;Data;Horas Extras Pagas (SO);Horas Extras Pagas (SX);Horas Extras Pagas em Feriado (SO);Horas Extras Pagas em Feriado (SX);Horas Extras Não Autorizadas;SO
103794;2020-01-01;00:00;00:00;10:57;00:00;00:00;657
102195;2020-01-01;00:00;00:00;07:22;00:00;00:00;442
50154;2020-01-01;00:00;00:00;07:17;00:00;00:00;437
12220;2020-01-01;00:00;00:00;00:00;00:00;07:20;0
104681;2020-01-01;00:00;00:00;00:00;00:00;08:51;0
11148;2020-01-01;00:00;00:00;00:00;00:00;06:36;0
100413;2020-01-01;00:02;00:00;00:00;00:00;00:00;2
207277;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
207857;2020-01-01;00:00;00:00;00:00;10:53;00:00;0
209926;2020-01-01;00:00;00:00;00:00;00:00;05:45;0
210156;2020-01-01;00:00;00:00;00:00;00:00;07:02;0
211449;2020-01-01;00:00;00:00;00:00;00:00;06:27;0
211507;2020-01-01;00:00;00:00;00:00;00:00;07:18;0
212087;2020-01-01;00:00;00:00;00:00;10:41;00:00;0
212383;2020-01-01;00:00;00:00;00:00;00:00;08:02;0
213246;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
213595;2020-01-01;00:00;00:00;10:36;00:00;00:00;636
214208;2020-01-01;00:00;00:00;07:24;00:00;00:00;444
214231;2020-01-01;00:00;00:00;11:01;00:00;00:00;661
216447;2020-01-01;00:00;00:00;00:00;00:00;08:51;0
216617;2020-01-01;00:00;00:00;00:00;00:00;07:25;0
216682;2020-01-01;00:00;00:00;00:00;07:06;00:00;0
216746;2020-01-01;00:00;00:00;00:00;03:49;00:00;0
216833;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
217154;2020-01-01;00:00;00:00;11:01;00:00;00:00;661
217257;2020-01-01;00:00;00:00;00:00;05:03;00:00;0
217366;2020-01-01;00:00;00:00;00:00;00:00;07:25;0
217377;2020-01-01;00:00;00:00;00:00;00:00;07:18;0
217393;2020-01-01;00:00;00:00;00:00;00:00;08:22;0
217605;2020-01-01;00:00;00:00;00:00;00:00;05:45;0
217629;2020-01-01;00:00;00:00;00:00;00:00;05:47;0
217701;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
218059;2020-01-01;00:00;00:00;00:00;07:19;00:00;0
218060;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
218067;2020-01-01;00:00;00:00;05:30;01:47;00:00;330
220011;2020-01-01;00:00;02:53;00:00;00:00;00:00;0
220075;2020-01-01;00:00;00:00;00:00;00:00;07:20;0
220146;2020-01-01;00:00;00:00;07:03;00:00;00:00;423
220174;2020-01-01;00:00;00:00;00:00;00:00;06:26;0
220185;2020-01-01;00:00;00:00;00:00;00:00;06:25;0
220189;2020-01-01;00:00;00:00;00:00;00:00;07:34;0
220266;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
220311;2020-01-01;00:00;00:00;00:00;00:00;06:29;0
220660;2020-01-01;00:00;00:00;11:03;00:00;00:00;663
220685;2020-01-01;00:00;00:00;00:00;00:00;07:40;0
220720;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
220865;2020-01-01;00:00;00:00;00:00;00:00;00:35;0
220901;2020-01-01;00:00;00:00;00:00;00:00;00:38;0
220965;2020-01-01;00:00;00:00;07:07;00:00;00:00;427
220966;2020-01-01;00:00;00:00;07:00;00:00;00:00;420
220974;2020-01-01;00:00;00:00;07:00;00:00;00:00;420
220991;2020-01-01;00:00;00:00;07:05;00:00;00:00;425
221123;2020-01-01;00:00;00:00;00:00;00:00;06:29;0
221136;2020-01-01;00:00;00:00;06:28;00:00;00:00;388
221231;2020-01-01;00:00;00:00;10:53;00:00;00:00;653
221295;2020-01-01;00:00;00:00;07:00;00:00;00:00;420
221383;2020-01-01;00:00;00:00;07:04;00:00;00:00;424
221410;2020-01-01;00:00;00:00;00:00;00:00;05:46;0
221540;2020-01-01;00:00;00:00;00:00;05:59;00:00;0
221701;2020-01-01;00:00;00:00;00:00;00:00;06:25;0
221708;2020-01-01;00:00;00:00;00:00;00:00;07:08;0
221824;2020-01-01;00:00;00:00;00:00;00:00;00:23;0
221967;2020-01-01;00:00;00:00;10:59;00:00;00:00;659
222109;2020-01-01;00:00;00:00;00:00;00:00;07:21;0
222142;2020-01-01;00:00;00:00;00:00;06:34;00:00;0
222153;2020-01-01;00:00;00:00;00:00;09:15;00:00;0
222226;2020-01-01;00:00;00:00;00:00;00:00;06:29;0
222249;2020-01-01;00:27;00:00;00:00;00:00;00:00;27
222353;2020-01-01;00:00;00:00;01:28;00:00;00:00;88
222408;2020-01-01;00:00;00:00;07:12;00:00;00:00;432
222460;2020-01-01;00:00;00:00;00:00;07:11;00:00;0
222703;2020-01-01;00:00;00:00;00:00;07:21;00:00;0
222785;2020-01-01;00:00;00:00;00:00;07:18;00:00;0
222787;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
222798;2020-01-01;00:00;00:00;00:00;00:00;06:56;0
222815;2020-01-01;00:00;00:00;00:00;07:21;00:00;0
222824;2020-01-01;00:00;00:00;00:00;06:24;00:00;0
222855;2020-01-01;00:00;00:00;00:00;06:56;00:00;0
223116;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
223281;2020-01-01;00:00;00:00;00:00;07:18;00:00;0
223297;2020-01-01;00:00;00:00;00:00;00:00;01:53;0
223352;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
223353;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
223461;2020-01-01;00:00;00:00;00:01;00:00;00:00;1
223532;2020-01-01;00:00;03:42;00:00;00:00;00:00;0
223752;2020-01-01;00:00;00:00;00:00;01:00;12:00;0
223806;2020-01-01;00:00;00:00;00:00;00:00;07:17;0
223831;2020-01-01;00:00;00:00;00:00;07:19;00:00;0
223836;2020-01-01;00:00;00:00;00:00;07:22;00:00;0
223870;2020-01-01;00:00;00:00;01:23;00:00;00:00;83
224012;2020-01-01;00:00;00:00;00:06;00:00;00:00;6
224384;2020-01-01;00:00;00:00;00:00;00:00;07:16;0
224438;2020-01-01;00:00;00:00;07:00;00:00;00:00;420
224485;2020-01-01;00:00;00:00;11:00;00:00;00:00;660
224521;2020-01-01;00:00;00:00;11:08;00:00;00:00;668
224585;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
224618;2020-01-01;00:00;00:00;04:07;00:00;00:00;247
224654;2020-01-01;00:00;00:00;00:00;00:00;06:34;0
224863;2020-01-01;00:00;00:00;11:08;00:00;00:00;668
225209;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
225454;2020-01-01;00:00;00:00;00:12;00:00;00:00;12
225543;2020-01-01;00:00;00:00;00:00;07:15;00:00;0
225552;2020-01-01;00:00;00:00;00:00;07:18;00:00;0
225691;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
225719;2020-01-01;00:00;00:00;00:00;07:19;00:00;0
225821;2020-01-01;00:00;00:00;00:00;11:41;00:00;0
226119;2020-01-01;00:00;00:00;00:00;00:00;07:10;0
226158;2020-01-01;00:00;00:00;00:00;00:00;03:17;0
226159;2020-01-01;00:00;00:00;00:00;00:00;01:49;0
226176;2020-01-01;00:00;00:00;00:00;00:00;07:07;0
226195;2020-01-01;00:00;00:00;00:00;00:00;05:34;0
226197;2020-01-01;00:00;00:00;00:00;00:00;07:20;0
226200;2020-01-01;00:00;00:00;00:00;00:00;07:29;0
226207;2020-01-01;00:00;00:00;00:00;00:00;06:29;0
226217;2020-01-01;00:00;00:00;00:00;00:00;02:59;0
226225;2020-01-01;00:00;00:00;00:06;00:00;00:00;6
226356;2020-01-01;00:00;00:00;00:00;00:00;06:31;0
226512;2020-01-01;00:00;00:00;11:04;00:00;00:00;664
226518;2020-01-01;00:00;00:00;07:18;00:00;00:00;438
226667;2020-01-01;00:00;01:51;00:00;00:00;00:00;0
226670;2020-01-01;00:00;00:00;00:00;00:00;04:17;0
226691;2020-01-01;00:00;00:00;00:00;00:00;05:36;0
226753;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
226755;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
226768;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
226880;2020-01-01;00:00;00:00;00:00;00:00;06:37;0
226882;2020-01-01;00:00;00:00;00:00;00:00;07:26;0
226889;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
226905;2020-01-01;00:00;00:00;11:29;00:00;00:00;689
226927;2020-01-01;00:00;00:00;00:00;00:00;06:31;0
226956;2020-01-01;00:00;00:00;00:00;00:00;05:37;0
227037;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
227041;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
227123;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
227126;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
227127;2020-01-01;00:00;07:04;00:00;00:00;00:00;0
227129;2020-01-01;00:00;05:50;00:00;00:00;00:00;0
227130;2020-01-01;00:00;07:08;00:00;00:00;00:00;0
227136;2020-01-01;00:00;07:11;00:00;00:00;00:00;0
227154;2020-01-01;00:00;06:54;00:00;00:00;00:00;0
227160;2020-01-01;00:00;07:01;00:00;00:00;00:00;0
227167;2020-01-01;00:00;07:03;00:00;00:00;00:00;0
227173;2020-01-01;00:00;07:04;00:00;00:00;00:00;0
227174;2020-01-01;00:00;07:07;00:00;00:00;00:00;0
227180;2020-01-01;00:00;07:05;00:00;00:00;00:00;0
227211;2020-01-01;00:00;06:59;00:00;00:00;00:00;0
227213;2020-01-01;00:00;06:58;00:00;00:00;00:00;0
227215;2020-01-01;00:00;07:26;00:00;00:00;00:00;0
227227;2020-01-01;00:00;00:00;07:09;00:00;00:00;429
227229;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
227239;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
227240;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
227251;2020-01-01;00:00;07:01;00:00;00:00;00:00;0
227262;2020-01-01;00:00;07:04;00:00;00:00;00:00;0
227267;2020-01-01;00:00;00:00;00:00;13:59;00:00;0
227281;2020-01-01;00:00;07:06;00:00;00:00;00:00;0
227292;2020-01-01;00:00;07:07;00:00;00:00;00:00;0
227296;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
227325;2020-01-01;00:00;05:39;00:00;00:00;00:00;0
227326;2020-01-01;00:00;05:35;00:00;00:00;00:00;0
227327;2020-01-01;00:00;07:05;00:00;00:00;00:00;0
227400;2020-01-01;00:00;07:04;00:00;00:00;00:00;0
227425;2020-01-01;00:00;00:00;00:00;07:23;00:00;0
227427;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
227429;2020-01-01;00:00;00:00;00:00;07:19;00:00;0
227431;2020-01-01;00:00;00:00;00:00;07:23;00:00;0
227432;2020-01-01;00:00;00:00;00:00;07:19;00:00;0
227433;2020-01-01;00:00;07:19;00:00;00:00;00:00;0
227440;2020-01-01;00:00;00:00;00:00;07:18;00:00;0
227450;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
227459;2020-01-01;00:00;00:00;00:00;00:00;10:41;0
227515;2020-01-01;00:00;00:00;00:00;04:00;00:00;0
227528;2020-01-01;00:00;07:06;00:00;00:00;00:00;0
228169;2020-01-01;00:00;00:00;00:00;00:00;05:45;0
228174;2020-01-01;00:00;00:00;00:00;00:00;05:23;0
228173;2020-01-01;00:00;00:00;00:00;00:00;05:48;0
228177;2020-01-01;00:00;00:00;00:00;05:45;00:00;0
228181;2020-01-01;00:00;00:00;00:00;00:00;05:50;0
228185;2020-01-01;00:00;00:00;00:00;00:00;05:10;0
228186;2020-01-01;00:00;00:00;00:00;00:00;02:45;0
228192;2020-01-01;00:00;00:00;00:00;00:00;05:37;0
228194;2020-01-01;00:00;00:00;00:00;00:00;05:48;0
228270;2020-01-01;00:00;00:00;00:11;00:00;00:00;11
228442;2020-01-01;00:00;00:00;00:00;00:00;06:18;0
228574;2020-01-01;00:00;00:00;00:00;00:00;04:16;0
228616;2020-01-01;00:00;00:00;07:20;00:00;00:00;440
228662;2020-01-01;00:00;00:00;00:00;00:00;00:17;0
228678;2020-01-01;00:00;00:00;00:00;00:00;07:08;0
228698;2020-01-01;00:00;07:05;00:00;00:00;00:00;0
228712;2020-01-01;00:00;00:00;00:00;00:00;06:35;0
228728;2020-01-01;00:00;00:00;01:05;00:00;00:00;65
228730;2020-01-01;00:00;06:55;00:00;00:00;00:00;0
228795;2020-01-01;00:00;00:00;00:00;00:00;07:25;0
228847;2020-01-01;00:00;00:00;05:35;00:00;00:00;335
228868;2020-01-01;00:00;00:00;00:00;00:00;07:59;0
228872;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
229010;2020-01-01;00:00;00:00;07:30;00:00;00:00;450
229012;2020-01-01;00:00;00:00;00:00;05:50;00:00;0
229162;2020-01-01;00:00;00:00;00:00;00:00;06:33;0
229163;2020-01-01;00:00;00:00;11:00;00:00;00:00;660
229229;2020-01-01;00:00;06:55;00:00;00:00;00:00;0
229291;2020-01-01;00:00;00:00;00:00;00:00;06:31;0
229372;2020-01-01;00:00;00:00;00:00;00:00;07:33;0
229381;2020-01-01;00:00;07:01;00:00;00:00;00:00;0
229387;2020-01-01;00:14;00:00;00:00;00:00;00:00;14
229475;2020-01-01;00:00;00:00;00:00;00:00;04:32;0
229689;2020-01-01;00:00;00:00;00:00;00:00;07:20;0
229781;2020-01-01;00:00;00:00;00:00;00:00;04:16;0
229803;2020-01-01;00:00;00:00;00:00;00:00;06:23;0
229880;2020-01-01;00:00;00:00;00:00;00:00;06:33;0
229900;2020-01-01;00:00;00:00;00:00;00:00;07:20;0
229977;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
229981;2020-01-01;00:00;00:00;00:00;00:00;07:49;0
229993;2020-01-01;00:00;00:00;00:00;07:18;00:00;0
230008;2020-01-01;00:00;00:00;08:59;00:00;00:00;539
230035;2020-01-01;00:00;00:00;00:00;07:21;00:00;0
230047;2020-01-01;00:00;00:00;07:06;00:00;00:00;426
230051;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
230159;2020-01-01;00:00;00:00;00:00;00:00;06:33;0
230224;2020-01-01;00:00;00:10;00:00;00:00;00:00;0
230260;2020-01-01;00:00;00:00;00:00;07:18;00:00;0
230326;2020-01-01;00:00;00:00;00:00;00:00;06:29;0
230403;2020-01-01;00:00;00:00;00:00;00:00;07:15;0
230422;2020-01-01;00:00;04:00;00:00;00:00;00:00;0
230434;2020-01-01;00:00;00:00;00:00;00:00;07:17;0
230453;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
230495;2020-01-01;00:00;07:04;00:00;00:00;00:00;0
230521;2020-01-01;00:00;00:00;00:00;00:00;06:27;0
230543;2020-01-01;00:00;00:00;00:00;00:00;07:17;0
230568;2020-01-01;00:00;00:00;00:00;00:00;07:16;0
230641;2020-01-01;00:00;07:05;00:00;00:00;00:00;0
230661;2020-01-01;01:00;00:00;00:00;00:00;00:00;60
230663;2020-01-01;00:00;00:00;00:00;00:00;06:57;0
230749;2020-01-01;00:00;00:00;00:00;11:00;00:00;0
230753;2020-01-01;00:00;00:00;00:00;11:03;00:00;0
230771;2020-01-01;00:00;00:00;01:33;00:00;00:00;93
230813;2020-01-01;00:14;00:00;00:00;00:00;00:00;14
230821;2020-01-01;00:00;00:00;11:00;00:00;00:00;660
230936;2020-01-01;00:00;07:23;00:00;00:00;00:00;0
230989;2020-01-01;00:00;00:00;00:00;05:04;00:00;0
231024;2020-01-01;00:00;00:00;00:00;00:00;07:18;0
231026;2020-01-01;00:00;00:00;11:00;00:00;00:00;660
231038;2020-01-01;00:00;07:42;00:00;00:00;00:00;0
231078;2020-01-01;00:00;00:00;07:22;00:00;00:00;442
231096;2020-01-01;00:00;00:00;00:00;16:00;00:00;0
231135;2020-01-01;00:00;00:00;00:00;00:00;07:18;0
231151;2020-01-01;00:00;00:00;00:00;01:00;00:00;0
231226;2020-01-01;00:00;00:00;00:00;05:35;00:00;0
231247;2020-01-01;00:00;00:00;00:00;00:29;00:00;0
231312;2020-01-01;00:00;00:00;00:00;00:00;07:23;0
231371;2020-01-01;00:00;06:59;00:00;00:00;00:00;0
231390;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
231403;2020-01-01;00:00;07:02;00:00;00:00;00:00;0
231428;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
231457;2020-01-01;00:00;00:00;11:00;00:00;00:00;660
231465;2020-01-01;00:00;07:04;00:00;00:00;00:00;0
231509;2020-01-01;00:00;06:38;00:00;00:00;00:00;0
231510;2020-01-01;00:00;00:00;00:00;07:24;00:00;0
231558;2020-01-01;00:06;00:00;00:00;00:00;00:00;6
231579;2020-01-01;00:00;07:02;00:00;00:00;00:00;0
231589;2020-01-01;00:00;00:00;00:00;00:00;07:22;0
231606;2020-01-01;00:00;00:00;00:00;00:00;07:25;0
231626;2020-01-01;00:09;00:00;00:13;00:00;00:00;22
231648;2020-01-01;00:00;07:05;00:00;00:00;00:00;0
231651;2020-01-01;00:00;07:05;00:00;00:00;00:00;0
231698;2020-01-01;00:00;00:00;00:00;00:00;07:23;0
231762;2020-01-01;00:00;00:00;00:00;00:00;06:42;0
231772;2020-01-01;00:00;00:00;00:00;07:11;00:00;0
231866;2020-01-01;00:00;00:00;01:32;00:00;00:00;92
231875;2020-01-01;00:00;00:00;01:25;00:00;00:00;85
231876;2020-01-01;00:00;00:00;00:14;00:00;00:00;14
231963;2020-01-01;00:00;00:00;00:00;00:00;05:33;0
232001;2020-01-01;00:00;07:06;00:00;00:00;00:00;0
232002;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
232057;2020-01-01;00:00;00:00;11:06;00:00;00:00;666
232090;2020-01-01;00:00;00:00;00:00;00:00;11:00;0
232140;2020-01-01;00:00;00:00;00:00;00:00;07:15;0
232181;2020-01-01;00:00;00:00;00:00;00:00;07:18;0
232195;2020-01-01;00:00;00:00;00:00;00:00;06:31;0
232221;2020-01-01;00:00;00:00;00:00;07:20;00:00;0
232314;2020-01-01;00:00;00:00;00:00;00:00;07:20;0
232316;2020-01-01;00:00;00:00;00:01;00:00;00:00;1
232433;2020-01-01;00:08;00:00;00:36;00:00;00:00;44
232441;2020-01-01;00:00;00:00;00:08;00:00;00:00;8
232445;2020-01-01;00:09;00:00;00:00;00:00;00:00;9
232481;2020-01-01;00:00;00:00;11:00;00:00;00:00;660
232483;2020-01-01;00:00;00:00;08:49;00:00;00:00;529
232511;2020-01-01;00:00;06:41;00:00;00:00;00:00;0
232554;2020-01-01;00:00;00:00;00:00;00:00;07:13;0
232555;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
232563;2020-01-01;00:00;00:00;00:00;00:00;07:19;0
232571;2020-01-01;00:00;07:10;00:00;00:00;00:00;0
232582;2020-01-01;00:00;00:00;08:00;00:00;00:00;480
232587;2020-01-01;00:00;11:20;00:00;00:00;00:00;0
232597;2020-01-01;00:00;00:00;07:20;00:00;00:00;440
232624;2020-01-01;00:00;07:00;00:00;00:00;00:00;0
232636;2020-01-01;00:00;00:00;07:20;00:00;00:00;440
232640;2020-01-01;00:00;00:00;00:13;00:00;00:00;13
232667;2020-01-01;00:00;00:00;00:00;07:18;00:00;0
232673;2020-01-01;00:00;00:00;00:00;00:00;06:48;0
232678;2020-01-01;00:00;00:00;00:00;07:19;00:00;0
232682;2020-01-01;00:00;00:00;00:00;07:21;00:00;0
232683;2020-01-01;00:00;00:00;00:00;07:22;00:00;0
232699;2020-01-01;00:00;00:00;00:00;07:25;00:00;0
232700;2020-01-01;00:00;00:00;00:00;07:29;00:00;0
232701;2020-01-01;00:00;00:00;00:00;06:39;00:00;0
232714;2020-01-01;00:00;07:07;00:00;00:00;00:00;0
232748;2020-01-01;00:00;00:00;00:15;00:00;00:00;15
232750;2020-01-01;00:00;00:00;00:11;00:00;00:00;11
232755;2020-01-01;00:00;00:00;06:29;00:00;00:00;389
232757;2020-01-01;00:00;00:00;00:00;00:00;03:44;0
232759;2020-01-01;00:00;00:00;00:00;00:00;05:46;0
232816;2020-01-01;00:00;00:00;00:00;00:00;06:31;0
232823;2020-01-01;00:00;00:00;09:00;00:00;00:00;540
232832;2020-01-01;00:00;00:00;00:00;00:00;07:16;0
232847;2020-01-01;00:00;00:00;00:00;00:00;04:16;0
232848;2020-01-01;00:00;00:00;00:00;00:00;07:21;0
232855;2020-01-01;00:00;00:00;00:00;00:00;07:20;0
232867;2020-01-01;00:00;00:00;09:59;00:00;00:00;599
232890;2020-01-01;00:00;00:00;00:00;00:00;07:20;0
232999;2020-01-01;00:00;00:00;00:00;07:25;00:00;0
102213;2020-01-02;00:00;01:00;00:00;00:00;00:00;0
104507;2020-01-02;00:00;02:21;00:00;00:00;00:00;0
102235;2020-01-02;00:05;00:00;00:00;00:00;00:00;5
105600;2020-01-02;00:07;00:00;00:00;00:00;00:00;7
102271;2020-01-02;00:02;00:00;00:00;00:00;00:00;2
50154;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
101923;2020-01-02;00:03;00:00;00:00;00:00;00:00;3
100155;2020-01-02;00:00;02:12;00:00;00:00;00:00;0
80061;2020-01-02;00:10;00:00;00:00;00:00;00:00;10
209113;2020-01-02;00:51;00:00;00:00;00:00;00:00;51
209274;2020-01-02;02:01;00:00;00:00;00:00;00:00;121
210994;2020-01-02;00:00;00:28;00:00;00:00;00:00;0
212782;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
213303;2020-01-02;00:00;03:03;00:00;00:00;00:00;0
213698;2020-01-02;00:00;01:00;00:00;00:00;00:00;0
214115;2020-01-02;01:02;00:00;00:00;00:00;00:00;62
214503;2020-01-02;00:00;01:51;00:00;00:00;00:00;0
215306;2020-01-02;00:32;00:00;00:00;00:00;00:00;32
215312;2020-01-02;00:25;00:00;00:00;00:00;00:00;25
216162;2020-01-02;00:00;04:39;00:00;00:00;00:00;0
216734;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
216955;2020-01-02;00:10;00:00;00:00;00:00;00:00;10
217926;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
220128;2020-01-02;00:04;00:00;00:00;00:00;00:00;4
220865;2020-01-02;00:00;00:00;00:00;00:00;00:31;0
220899;2020-01-02;00:00;00:00;00:00;00:00;00:28;0
220901;2020-01-02;00:00;00:00;00:00;00:00;00:25;0
220969;2020-01-02;00:00;00:48;00:00;00:00;00:00;0
220992;2020-01-02;00:24;00:00;00:00;00:00;00:00;24
221253;2020-01-02;00:00;17:35;00:00;00:00;00:00;0
221383;2020-01-02;02:00;00:00;00:00;00:00;00:00;120
221393;2020-01-02;00:00;02:15;00:00;00:00;00:00;0
221540;2020-01-02;00:00;03:46;00:00;00:00;00:00;0
221824;2020-01-02;00:00;00:00;00:00;00:00;00:19;0
221848;2020-01-02;00:19;00:00;00:00;00:00;00:00;19
222014;2020-01-02;00:00;08:50;00:00;00:00;00:00;0
222241;2020-01-02;00:00;03:42;00:00;00:00;00:00;0
222259;2020-01-02;00:00;00:06;00:00;00:00;00:00;0
223309;2020-01-02;00:12;00:00;00:00;00:00;00:00;12
223532;2020-01-02;00:00;02:25;00:00;00:00;00:00;0
223975;2020-01-02;00:07;00:00;00:00;00:00;00:00;7
224050;2020-01-02;00:08;00:00;00:00;00:00;00:00;8
224268;2020-01-02;00:00;02:03;00:00;00:00;00:00;0
224485;2020-01-02;01:50;00:00;00:00;00:00;00:00;110
224884;2020-01-02;00:00;00:06;00:00;00:00;00:00;0
225156;2020-01-02;00:02;00:00;00:00;00:00;00:00;2
225409;2020-01-02;00:09;00:00;00:00;00:00;00:00;9
225442;2020-01-02;00:00;00:06;00:00;00:00;00:00;0
225619;2020-01-02;01:00;00:00;00:00;00:00;00:00;60
225691;2020-01-02;00:03;00:00;00:00;00:00;00:00;3
225731;2020-01-02;00:00;00:41;00:00;00:00;00:00;0
225821;2020-01-02;00:00;04:05;00:00;00:00;00:00;0
225886;2020-01-02;00:18;00:00;00:00;00:00;00:00;18
225910;2020-01-02;00:12;00:00;00:00;00:00;00:00;12
226004;2020-01-02;00:15;00:00;00:00;00:00;00:00;15
226114;2020-01-02;04:38;00:00;00:00;00:00;00:00;278
226270;2020-01-02;02:13;00:00;00:00;00:00;00:00;133
226334;2020-01-02;00:12;00:00;00:00;00:00;00:00;12
226382;2020-01-02;00:07;00:00;00:00;00:00;00:00;7
226430;2020-01-02;00:00;01:00;00:00;00:00;00:00;0
226497;2020-01-02;00:29;00:00;00:00;00:00;00:00;29
226499;2020-01-02;00:00;01:45;00:00;00:00;00:00;0
226581;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
226687;2020-01-02;00:00;00:12;00:00;00:00;00:00;0
226932;2020-01-02;00:05;00:00;00:00;00:00;00:00;5
227121;2020-01-02;01:00;00:00;00:00;00:00;00:00;60
227145;2020-01-02;01:30;00:00;00:00;00:00;00:00;90
227174;2020-01-02;00:00;04:00;00:00;00:00;00:00;0
227176;2020-01-02;00:00;00:20;00:00;00:00;00:00;0
227211;2020-01-02;00:00;01:40;00:00;00:00;00:00;0
227230;2020-01-02;00:00;00:10;00:00;00:00;00:00;0
227267;2020-01-02;03:48;02:42;00:00;00:00;00:00;228
227304;2020-01-02;00:12;00:00;00:00;00:00;00:00;12
227399;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
227515;2020-01-02;00:00;00:45;00:00;00:00;00:00;0
227538;2020-01-02;00:00;03:42;00:00;00:00;00:00;0
227666;2020-01-02;00:00;00:03;00:00;00:00;00:00;0
227789;2020-01-02;00:19;00:00;00:00;00:00;00:00;19
227988;2020-01-02;00:08;00:00;00:00;00:00;00:00;8
228198;2020-01-02;00:00;01:00;00:00;00:00;00:00;0
228237;2020-01-02;00:00;01:01;00:00;00:00;00:00;0
228677;2020-01-02;00:00;02:19;00:00;00:00;00:00;0
228698;2020-01-02;00:00;07:03;00:00;00:00;00:00;0
228746;2020-01-02;00:00;00:06;00:00;00:00;00:00;0
228930;2020-01-02;00:18;00:00;00:00;00:00;00:00;18
229557;2020-01-02;00:00;00:59;00:00;00:00;00:00;0
229628;2020-01-02;00:00;03:12;00:00;00:00;00:00;0
229765;2020-01-02;02:00;00:00;00:00;00:00;00:00;120
229772;2020-01-02;00:00;01:00;00:00;00:00;00:00;0
229981;2020-01-02;00:42;00:00;00:00;00:00;00:00;42
230007;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
230043;2020-01-02;00:15;00:00;00:00;00:00;00:00;15
230097;2020-01-02;00:00;00:31;00:00;00:00;00:00;0
230149;2020-01-02;00:10;00:00;00:00;00:00;00:00;10
230179;2020-01-02;00:00;04:05;00:00;00:00;00:00;0
230188;2020-01-02;00:00;01:43;00:00;00:00;00:00;0
230235;2020-01-02;00:00;00:04;00:00;00:00;00:00;0
230241;2020-01-02;00:10;00:00;00:00;00:00;00:00;10
230359;2020-01-02;00:00;04:00;00:00;00:00;00:00;0
230379;2020-01-02;00:00;00:10;00:00;00:00;00:00;0
230389;2020-01-02;00:07;00:00;00:00;00:00;00:00;7
230466;2020-01-02;00:00;01:00;00:00;00:00;00:00;0
230600;2020-01-02;00:15;00:00;00:00;00:00;00:00;15
230661;2020-01-02;00:07;00:00;00:00;00:00;00:00;7
230748;2020-01-02;00:05;00:00;00:00;00:00;00:00;5
230824;2020-01-02;00:00;00:40;00:00;00:00;00:00;0
230910;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
230920;2020-01-02;00:00;00:06;00:00;00:00;00:00;0
230936;2020-01-02;00:00;01:00;00:00;00:00;00:00;0
230937;2020-01-02;01:00;00:00;00:00;00:00;00:00;60
231006;2020-01-02;00:00;00:45;00:00;00:00;00:00;0
231007;2020-01-02;00:00;00:19;00:00;00:00;00:00;0
231061;2020-01-02;00:06;00:00;00:00;00:00;00:00;6
