Matricula;Data;Horas Extras Pagas (SO);Horas Extras Pagas (SX);Horas Extras Pagas em Feriado (SO);Horas Extras Pagas em Feriado (SX);Horas Extras Não Autorizadas;SO
231916;2020-01-19;11:06;00:00;00:00;00:00;00:00;666
231923;2020-01-19;08:00;00:00;00:00;00:00;00:00;480
232006;2020-01-19;01:27;00:00;00:00;00:00;00:00;87
232073;2020-01-19;00:00;16:14;00:00;00:00;00:00;0
232098;2020-01-19;00:12;00:00;00:00;00:00;00:00;12
232476;2020-01-19;00:00;10:23;00:00;00:00;00:00;0
232597;2020-01-19;07:18;00:00;00:00;00:00;00:00;438
232598;2020-01-19;00:09;00:00;00:00;00:00;00:00;9
232644;2020-01-19;00:00;07:12;00:00;00:00;00:00;0
232675;2020-01-19;00:00;08:14;00:00;00:00;00:00;0
232683;2020-01-19;00:00;02:04;00:00;00:00;00:00;0
232701;2020-01-19;00:00;00:10;00:00;00:00;00:00;0
232710;2020-01-19;00:00;07:50;00:00;00:00;00:00;0
232739;2020-01-19;00:00;07:32;00:00;00:00;00:00;0
232751;2020-01-19;00:15;00:00;00:00;00:00;00:00;15
232807;2020-01-19;00:15;00:00;00:00;00:00;00:00;15
232856;2020-01-19;00:00;14:26;00:00;00:00;00:00;0
232859;2020-01-19;00:07;00:00;00:00;00:00;00:00;7
233099;2020-01-19;00:00;10:06;00:00;00:00;00:00;0
204529;2020-01-20;00:00;00:00;00:00;09:47;00:00;0
206695;2020-01-20;00:00;03:58;00:00;00:00;00:00;0
202201;2020-01-20;00:00;02:20;00:00;00:00;00:00;0
102213;2020-01-20;00:00;01:00;00:00;00:00;00:00;0
80371;2020-01-20;00:10;00:00;00:00;00:00;00:00;10
104507;2020-01-20;00:00;03:46;00:00;00:00;00:00;0
10214;2020-01-20;00:22;00:00;00:00;00:00;00:00;22
100155;2020-01-20;00:00;00:00;00:00;09:00;00:00;0
207855;2020-01-20;00:00;00:00;11:02;00:00;00:00;662
209926;2020-01-20;00:00;00:00;00:00;00:00;05:45;0
213246;2020-01-20;00:00;00:00;00:00;00:00;07:25;0
213259;2020-01-20;00:00;00:06;00:00;00:00;00:00;0
213303;2020-01-20;02:00;00:00;00:00;00:00;00:00;120
213673;2020-01-20;00:00;00:23;00:00;00:00;00:00;0
213698;2020-01-20;00:00;03:44;00:00;00:00;00:00;0
215223;2020-01-20;00:00;00:00;00:00;00:08;00:00;0
215239;2020-01-20;00:00;01:02;00:00;00:00;00:00;0
215466;2020-01-20;00:00;00:00;00:00;00:00;08:27;0
216112;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
216115;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
216162;2020-01-20;00:00;07:51;00:00;00:00;00:00;0
216734;2020-01-20;00:00;00:00;11:00;00:00;00:00;660
216746;2020-01-20;00:00;07:09;00:00;00:00;00:00;0
216954;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
217033;2020-01-20;00:10;00:00;00:00;00:00;00:00;10
217044;2020-01-20;00:00;00:00;00:00;00:00;07:17;0
217293;2020-01-20;00:00;00:00;00:00;00:00;07:23;0
217343;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
217356;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
217373;2020-01-20;00:00;00:00;00:00;07:16;00:00;0
217377;2020-01-20;00:00;00:00;00:00;00:00;07:25;0
217409;2020-01-20;00:00;00:00;00:00;00:00;07:17;0
217414;2020-01-20;00:00;00:00;00:00;00:00;06:28;0
217498;2020-01-20;00:00;00:00;00:00;00:00;07:21;0
217571;2020-01-20;00:00;00:00;00:00;00:00;07:52;0
217581;2020-01-20;00:00;00:00;00:00;00:00;02:20;0
217595;2020-01-20;00:00;00:00;00:00;00:00;05:37;0
217605;2020-01-20;00:00;00:00;00:00;00:00;05:46;0
217636;2020-01-20;00:00;00:00;00:00;00:00;05:49;0
217701;2020-01-20;00:00;00:00;00:00;00:00;07:22;0
217715;2020-01-20;00:00;00:00;11:00;00:00;00:00;660
217937;2020-01-20;00:00;02:22;00:00;00:00;00:00;0
217995;2020-01-20;00:00;00:00;00:00;07:22;00:00;0
219558;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
219606;2020-01-20;00:00;00:00;00:00;10:10;00:00;0
219833;2020-01-20;00:00;00:00;00:00;06:37;00:00;0
220075;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
220137;2020-01-20;00:07;00:00;00:00;00:00;00:00;7
220174;2020-01-20;00:00;00:00;00:00;00:00;06:29;0
220185;2020-01-20;00:00;00:00;00:00;00:00;06:31;0
220189;2020-01-20;00:00;00:00;00:00;00:00;06:26;0
220266;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
220311;2020-01-20;00:00;00:00;00:00;06:29;00:00;0
220352;2020-01-20;11:14;00:00;00:00;00:00;00:00;674
220363;2020-01-20;00:00;00:00;00:00;00:00;06:20;0
220865;2020-01-20;00:00;00:00;00:00;00:00;00:42;0
220953;2020-01-20;00:00;00:41;00:00;00:00;00:00;0
220965;2020-01-20;00:00;02:05;00:00;00:00;00:00;0
220969;2020-01-20;00:00;00:34;00:00;00:00;00:00;0
220994;2020-01-20;00:00;07:02;00:00;00:00;00:00;0
221033;2020-01-20;00:00;06:31;00:00;00:00;00:00;0
221092;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
221123;2020-01-20;00:00;00:00;00:00;00:00;06:31;0
221322;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
221364;2020-01-20;00:00;00:25;00:00;00:00;00:00;0
221410;2020-01-20;00:00;00:00;00:00;00:00;05:50;0
221555;2020-01-20;00:00;00:00;00:00;00:00;00:29;0
221694;2020-01-20;00:00;00:00;00:00;00:00;06:29;0
221701;2020-01-20;00:00;00:00;00:00;00:00;06:28;0
221992;2020-01-20;00:00;03:50;00:00;00:00;00:00;0
222070;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
222109;2020-01-20;00:00;00:00;00:00;00:00;07:17;0
222165;2020-01-20;00:00;09:00;00:00;00:00;00:00;0
222284;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
222404;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
222408;2020-01-20;00:09;00:00;00:00;00:00;00:00;9
222475;2020-01-20;00:00;00:00;00:00;00:00;06:29;0
222562;2020-01-20;00:00;05:23;00:00;00:00;00:00;0
223044;2020-01-20;00:00;00:00;00:00;00:00;07:25;0
223297;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
223298;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
223760;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
223787;2020-01-20;00:00;00:00;00:00;07:12;00:00;0
223806;2020-01-20;00:00;00:00;00:00;00:00;07:17;0
223868;2020-01-20;00:00;00:00;00:00;08:28;00:00;0
223874;2020-01-20;00:00;01:50;00:00;00:00;00:00;0
224382;2020-01-20;00:00;00:00;00:00;00:00;05:49;0
224384;2020-01-20;00:00;00:00;00:00;00:00;07:17;0
224387;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
224389;2020-01-20;00:00;00:00;00:00;00:00;07:18;0
224485;2020-01-20;02:08;00:00;00:00;00:00;00:00;128
224671;2020-01-20;00:00;00:00;00:00;08:48;00:00;0
224901;2020-01-20;00:00;00:00;00:00;00:00;00:31;0
225031;2020-01-20;00:01;00:00;00:00;00:00;00:00;1
225139;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
225311;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
225446;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
225503;2020-01-20;00:15;00:00;00:00;00:00;00:00;15
225584;2020-01-20;00:15;00:00;00:00;00:00;00:00;15
225637;2020-01-20;00:00;00:04;00:00;00:00;00:00;0
225648;2020-01-20;00:00;00:00;00:00;08:50;00:00;0
225787;2020-01-20;00:00;00:30;00:00;00:00;00:00;0
225835;2020-01-20;00:00;00:00;00:00;07:46;00:00;0
225863;2020-01-20;00:00;02:42;00:00;00:00;00:00;0
225876;2020-01-20;00:00;00:00;00:00;00:00;05:28;0
225913;2020-01-20;00:00;00:06;00:00;00:00;00:00;0
226065;2020-01-20;00:00;00:00;00:00;00:00;06:29;0
226105;2020-01-20;00:00;00:00;00:00;00:00;01:00;0
226116;2020-01-20;00:00;00:00;00:00;00:00;06:53;0
226124;2020-01-20;00:00;00:00;00:00;06:32;00:00;0
226148;2020-01-20;00:00;00:00;00:00;07:22;00:00;0
226158;2020-01-20;00:00;00:00;00:00;07:14;00:00;0
226176;2020-01-20;00:00;00:00;00:00;07:16;00:00;0
226188;2020-01-20;00:00;00:00;00:00;07:16;00:00;0
226195;2020-01-20;00:00;00:00;00:00;07:17;00:00;0
226204;2020-01-20;00:00;00:00;00:00;07:16;00:00;0
226207;2020-01-20;00:00;00:00;00:00;00:00;06:29;0
226217;2020-01-20;00:00;00:00;07:16;00:00;00:00;436
226219;2020-01-20;00:00;00:00;00:00;07:16;00:00;0
226221;2020-01-20;00:00;00:00;00:00;07:21;00:00;0
226244;2020-01-20;00:00;00:00;00:00;06:32;00:00;0
226310;2020-01-20;00:00;00:00;00:00;00:00;06:25;0
226320;2020-01-20;00:00;00:00;00:00;00:00;05:33;0
226363;2020-01-20;00:00;00:00;00:00;00:00;08:57;0
226367;2020-01-20;00:00;00:00;00:00;00:00;08:38;0
226407;2020-01-20;00:00;00:48;00:00;00:00;00:00;0
226469;2020-01-20;00:00;00:00;00:00;00:00;05:48;0
226473;2020-01-20;00:00;00:00;00:00;00:00;04:51;0
226542;2020-01-20;00:00;00:00;10:53;00:00;00:00;653
226588;2020-01-20;00:00;00:00;00:00;00:00;07:08;0
226610;2020-01-20;00:00;03:30;00:00;00:00;00:00;0
226662;2020-01-20;00:00;00:00;00:00;00:00;06:29;0
226721;2020-01-20;00:13;00:00;00:00;00:00;00:00;13
226840;2020-01-20;00:00;00:00;00:00;00:00;00:14;0
226950;2020-01-20;00:09;00:41;00:00;00:00;00:00;9
227003;2020-01-20;00:00;00:00;00:00;00:00;05:49;0
227163;2020-01-20;00:00;00:21;00:00;00:00;00:00;0
227229;2020-01-20;00:21;00:00;00:00;00:00;00:00;21
227306;2020-01-20;00:48;00:00;00:00;00:00;00:00;48
227375;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
227401;2020-01-20;00:00;00:21;00:00;00:00;00:00;0
227528;2020-01-20;00:00;04:02;00:00;00:00;00:00;0
227610;2020-01-20;00:00;11:08;00:00;00:00;00:00;0
227612;2020-01-20;00:00;00:00;00:00;07:11;00:00;0
227635;2020-01-20;00:00;00:00;00:00;00:00;07:17;0
227658;2020-01-20;00:00;00:00;00:00;00:00;06:33;0
227676;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
227732;2020-01-20;00:00;00:05;00:00;00:00;00:00;0
227842;2020-01-20;00:18;00:00;00:00;00:00;00:00;18
227864;2020-01-20;00:00;00:00;00:00;07:22;00:00;0
228044;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
228140;2020-01-20;03:00;00:00;00:00;00:00;00:00;180
228151;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
228169;2020-01-20;00:00;00:00;00:00;00:00;05:45;0
228174;2020-01-20;00:00;00:00;00:00;00:00;05:10;0
228173;2020-01-20;00:00;00:00;00:00;00:00;05:47;0
228175;2020-01-20;00:00;00:00;00:00;00:00;05:45;0
228176;2020-01-20;00:00;00:00;00:00;00:00;05:50;0
228179;2020-01-20;00:00;00:00;00:00;00:00;05:20;0
228181;2020-01-20;00:00;00:00;00:00;00:00;05:51;0
228185;2020-01-20;00:00;00:00;00:00;00:00;05:48;0
228187;2020-01-20;00:00;00:00;00:00;00:00;04:41;0
228189;2020-01-20;00:00;00:00;00:00;00:00;05:46;0
228190;2020-01-20;00:00;00:00;00:00;00:00;05:50;0
228195;2020-01-20;00:00;00:00;00:00;00:00;05:28;0
228198;2020-01-20;00:00;01:00;00:00;00:00;00:00;0
228208;2020-01-20;00:00;00:00;00:00;00:00;07:15;0
228392;2020-01-20;00:47;00:00;00:00;00:00;00:00;47
228463;2020-01-20;00:00;00:00;00:00;00:00;05:45;0
228533;2020-01-20;00:00;00:00;00:00;00:00;08:18;0
228656;2020-01-20;00:00;00:00;00:00;07:10;00:00;0
228677;2020-01-20;00:00;00:13;00:00;00:00;00:00;0
228771;2020-01-20;10:52;00:00;00:00;00:00;00:00;652
228795;2020-01-20;00:00;00:00;00:00;00:00;07:25;0
228930;2020-01-20;00:19;00:00;00:00;00:00;00:00;19
228931;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
229012;2020-01-20;00:00;00:00;00:00;00:00;05:48;0
229013;2020-01-20;00:00;00:00;00:00;07:20;00:00;0
229032;2020-01-20;00:00;00:00;00:00;07:57;00:00;0
229054;2020-01-20;00:00;00:00;00:00;09:00;00:00;0
229059;2020-01-20;00:00;00:00;00:00;08:30;00:00;0
229069;2020-01-20;00:00;00:26;00:00;00:00;00:00;0
229162;2020-01-20;00:00;00:00;00:00;06:33;00:00;0
229222;2020-01-20;00:00;00:08;00:00;00:00;00:00;0
229229;2020-01-20;00:00;00:10;00:00;00:00;00:00;0
229237;2020-01-20;00:00;00:00;00:00;07:20;00:00;0
229251;2020-01-20;00:00;03:37;00:00;00:00;00:00;0
229291;2020-01-20;00:00;00:00;00:00;00:00;07:17;0
229503;2020-01-20;00:00;00:00;00:00;07:14;00:00;0
229545;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
229639;2020-01-20;00:00;00:00;10:56;00:00;00:00;656
229711;2020-01-20;10:07;00:00;00:00;00:00;00:00;607
229733;2020-01-20;00:12;00:00;00:00;00:00;00:00;12
229743;2020-01-20;00:00;00:07;00:00;00:00;00:00;0
229800;2020-01-20;00:00;00:00;00:00;06:37;00:00;0
229880;2020-01-20;00:00;00:00;00:00;07:15;00:00;0
229885;2020-01-20;00:00;06:15;00:00;00:00;00:00;0
229921;2020-01-20;00:00;03:02;00:00;00:00;00:00;0
230007;2020-01-20;00:08;00:00;00:00;00:00;00:00;8
230009;2020-01-20;00:00;00:08;00:00;00:00;00:00;0
230031;2020-01-20;00:36;00:00;00:00;00:00;00:00;36
230092;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
230097;2020-01-20;00:00;00:25;00:00;00:00;00:00;0
230099;2020-01-20;00:00;00:12;00:00;00:00;00:00;0
230158;2020-01-20;11:00;00:00;00:00;00:00;00:00;660
230179;2020-01-20;02:12;00:00;00:00;00:00;00:00;132
230197;2020-01-20;00:00;00:00;00:00;00:00;01:47;0
230203;2020-01-20;00:00;00:08;00:00;00:00;00:00;0
230206;2020-01-20;00:05;00:00;00:00;00:00;00:00;5
230212;2020-01-20;00:00;01:38;00:00;00:00;00:00;0
230258;2020-01-20;00:00;00:00;00:00;00:00;07:21;0
230311;2020-01-20;00:00;00:00;00:00;00:00;01:55;0
230324;2020-01-20;00:00;00:00;00:00;00:00;06:30;0
230326;2020-01-20;00:00;00:00;00:00;00:00;06:29;0
230427;2020-01-20;00:09;00:00;00:00;00:00;00:00;9
230434;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
230466;2020-01-20;00:00;11:56;00:00;00:00;00:00;0
230495;2020-01-20;00:00;00:06;00:00;00:00;00:00;0
230543;2020-01-20;00:00;00:00;00:00;00:00;06:46;0
230568;2020-01-20;00:00;00:00;00:00;00:00;07:24;0
230588;2020-01-20;00:00;00:00;00:00;08:48;00:00;0
230641;2020-01-20;00:00;00:21;00:00;00:00;00:00;0
230661;2020-01-20;00:13;00:00;00:00;00:00;00:00;13
230730;2020-01-20;00:00;00:00;00:00;00:00;07:02;0
230731;2020-01-20;00:00;00:00;00:00;08:48;00:00;0
230749;2020-01-20;07:00;00:00;00:00;00:00;00:00;420
230751;2020-01-20;00:00;00:00;00:00;11:06;00:00;0
230754;2020-01-20;00:00;00:00;00:00;11:26;00:00;0
230765;2020-01-20;00:00;00:06;00:00;00:00;00:00;0
230788;2020-01-20;00:00;00:06;00:00;00:00;00:00;0
230791;2020-01-20;00:17;00:00;00:00;00:00;00:00;17
230825;2020-01-20;00:09;00:00;00:00;00:00;00:00;9
230832;2020-01-20;00:00;00:00;00:00;00:00;07:00;0
230833;2020-01-20;00:08;00:00;00:00;00:00;00:00;8
230890;2020-01-20;00:00;00:08;00:00;00:00;00:00;0
230989;2020-01-20;00:00;00:06;00:00;00:00;00:00;0
230999;2020-01-20;00:00;00:46;00:00;00:00;00:00;0
231006;2020-01-20;00:00;00:12;00:00;00:00;00:00;0
231007;2020-01-20;00:00;08:49;00:00;00:00;00:00;0
231012;2020-01-20;01:05;00:00;00:00;00:00;00:00;65
231016;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
231030;2020-01-20;00:00;00:00;00:00;07:04;00:00;0
231061;2020-01-20;00:00;00:00;11:01;00:00;00:00;661
231067;2020-01-20;00:00;00:00;00:00;00:00;07:05;0
231074;2020-01-20;00:00;03:14;00:00;00:00;00:00;0
231096;2020-01-20;00:00;00:47;00:00;00:00;00:00;0
231115;2020-01-20;00:00;01:52;00:00;00:00;00:00;0
231181;2020-01-20;00:00;00:00;00:00;06:59;00:00;0
231194;2020-01-20;00:00;02:05;00:00;00:00;00:00;0
231196;2020-01-20;00:00;03:17;00:00;00:00;00:00;0
231233;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
231249;2020-01-20;00:00;00:08;00:00;00:00;00:00;0
231262;2020-01-20;00:00;00:12;00:00;00:00;00:00;0
231299;2020-01-20;00:00;00:00;00:00;08:50;00:00;0
231315;2020-01-20;00:00;00:00;00:00;01:00;00:00;0
231403;2020-01-20;00:00;00:18;00:00;00:00;00:00;0
231406;2020-01-20;00:08;00:00;00:00;00:00;00:00;8
231417;2020-01-20;00:00;00:00;00:00;06:45;00:00;0
231432;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
231442;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
231468;2020-01-20;00:00;00:00;00:00;07:15;00:00;0
231473;2020-01-20;00:00;00:00;00:00;00:00;07:20;0
231508;2020-01-20;00:00;00:00;00:00;06:43;00:00;0
231509;2020-01-20;00:00;00:00;00:00;07:22;00:00;0
231520;2020-01-20;00:00;03:20;00:00;00:00;00:00;0
231563;2020-01-20;00:00;00:00;00:00;06:32;00:00;0
231589;2020-01-20;00:00;00:00;00:00;07:17;00:00;0
231619;2020-01-20;03:30;00:00;00:00;00:00;00:00;210
231628;2020-01-20;00:00;04:00;00:00;00:00;00:00;0
231649;2020-01-20;00:00;00:07;00:00;00:00;00:00;0
231667;2020-01-20;00:00;00:00;00:00;00:00;07:24;0
231712;2020-01-20;00:00;00:00;00:00;00:00;07:00;0
231849;2020-01-20;00:07;00:00;00:00;00:00;00:00;7
231867;2020-01-20;14:32;00:00;00:00;00:00;00:00;872
231880;2020-01-20;00:31;00:00;00:00;00:00;00:00;31
231883;2020-01-20;01:28;00:00;00:00;00:00;00:00;88
231885;2020-01-20;00:21;00:00;00:00;00:00;00:00;21
231902;2020-01-20;00:00;00:48;00:00;00:00;00:00;0
231924;2020-01-20;08:00;00:00;00:00;00:00;00:00;480
231939;2020-01-20;00:00;00:48;00:00;00:00;00:00;0
232001;2020-01-20;00:00;02:18;00:00;00:00;00:00;0
232004;2020-01-20;02:59;00:00;00:00;00:00;00:00;179
232037;2020-01-20;00:00;00:07;00:00;00:00;00:00;0
232073;2020-01-20;00:00;01:50;00:00;00:00;00:00;0
232102;2020-01-20;00:00;00:00;00:06;00:00;00:00;6
232126;2020-01-20;00:23;00:00;00:00;00:00;00:00;23
232151;2020-01-20;00:10;00:00;00:00;00:00;00:00;10
232185;2020-01-20;00:00;00:00;00:00;07:20;00:00;0
232195;2020-01-20;00:00;00:00;00:00;00:00;06:26;0
232197;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
232204;2020-01-20;00:00;00:00;00:00;08:01;00:00;0
232205;2020-01-20;00:00;00:00;00:00;00:00;07:16;0
232207;2020-01-20;00:00;00:00;00:00;07:20;00:00;0
232250;2020-01-20;00:00;00:00;00:00;07:17;00:00;0
232270;2020-01-20;00:00;00:00;00:00;00:00;00:48;0
232312;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
232314;2020-01-20;00:00;00:00;00:00;06:10;00:00;0
232316;2020-01-20;00:00;00:00;00:00;07:13;00:00;0
232345;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
232362;2020-01-20;00:49;00:00;00:00;00:00;00:00;49
232380;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
232398;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
232416;2020-01-20;00:00;00:00;00:00;00:00;02:00;0
232435;2020-01-20;00:10;00:00;00:00;00:00;00:00;10
232445;2020-01-20;03:00;00:00;00:00;00:00;00:00;180
232450;2020-01-20;00:07;00:00;00:00;00:00;00:00;7
232499;2020-01-20;00:00;00:00;00:00;00:00;07:55;0
232526;2020-01-20;02:51;00:00;00:00;00:00;00:00;171
232553;2020-01-20;00:00;00:00;00:00;07:14;00:00;0
232554;2020-01-20;00:00;00:00;00:00;07:19;00:00;0
232563;2020-01-20;00:00;00:00;00:00;00:00;07:25;0
232587;2020-01-20;00:00;11:00;00:00;00:00;00:00;0
232619;2020-01-20;00:00;00:00;00:00;00:00;01:00;0
232626;2020-01-20;00:08;00:00;00:00;00:00;00:00;8
232630;2020-01-20;00:00;00:00;00:00;08:49;00:00;0
232638;2020-01-20;00:00;00:08;00:00;00:00;00:00;0
232656;2020-01-20;11:02;00:00;00:00;00:00;00:00;662
232683;2020-01-20;00:00;00:00;00:00;07:16;00:00;0
232693;2020-01-20;00:12;00:00;00:00;00:00;00:00;12
232694;2020-01-20;00:00;00:00;00:00;07:20;00:00;0
232699;2020-01-20;00:00;00:00;00:00;06:40;00:00;0
232701;2020-01-20;00:00;00:00;00:00;06:39;00:00;0
232703;2020-01-20;00:00;00:00;00:00;00:00;00:48;0
232724;2020-01-20;00:13;00:00;00:00;00:00;00:00;13
232726;2020-01-20;00:12;00:00;00:00;00:00;00:00;12
232747;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
232753;2020-01-20;00:54;00:00;00:00;00:00;00:00;54
232757;2020-01-20;00:00;00:00;00:00;07:16;00:00;0
232759;2020-01-20;00:00;00:00;00:00;07:03;00:00;0
232774;2020-01-20;00:00;00:33;00:00;00:00;00:00;0
232785;2020-01-20;00:00;01:00;00:00;00:00;00:00;0
232798;2020-01-20;00:08;00:00;00:00;00:00;00:00;8
232816;2020-01-20;00:00;00:00;00:00;00:00;06:27;0
232833;2020-01-20;00:00;00:00;00:00;00:00;00:49;0
232837;2020-01-20;00:00;00:00;00:00;00:00;00:48;0
232840;2020-01-20;00:00;00:00;00:00;00:00;00:48;0
232847;2020-01-20;00:00;00:00;00:00;07:16;00:00;0
232856;2020-01-20;00:00;03:04;00:00;00:00;00:00;0
232864;2020-01-20;00:00;00:00;00:00;08:50;00:00;0
232924;2020-01-20;00:00;00:00;00:00;07:20;00:00;0
232946;2020-01-20;00:10;00:00;00:00;00:00;00:00;10
232971;2020-01-20;00:06;00:00;00:00;00:00;00:00;6
232992;2020-01-20;00:00;00:00;00:00;00:00;06:33;0
233096;2020-01-20;00:48;00:00;00:00;00:00;00:00;48
233098;2020-01-20;00:00;02:23;00:00;00:00;00:00;0
233100;2020-01-20;00:00;02:38;00:00;00:00;00:00;0
104507;2020-01-21;00:00;02:33;00:00;00:00;00:00;0
102235;2020-01-21;00:02;00:00;00:00;00:00;00:00;2
10214;2020-01-21;00:32;00:00;00:00;00:00;00:00;32
80065;2020-01-21;00:06;00:00;00:00;00:00;00:00;6
206944;2020-01-21;00:00;11:00;00:00;00:00;00:00;0
207893;2020-01-21;00:34;00:00;00:00;00:00;00:00;34
208709;2020-01-21;00:07;00:00;00:00;00:00;00:00;7
212643;2020-01-21;00:00;01:12;00:00;00:00;00:00;0
213665;2020-01-21;00:00;01:00;00:00;00:00;00:00;0
213830;2020-01-21;00:00;01:14;00:00;00:00;00:00;0
214651;2020-01-21;00:00;00:11;00:00;00:00;00:00;0
215602;2020-01-21;00:10;00:00;00:00;00:00;00:00;10
215825;2020-01-21;07:40;00:00;00:00;00:00;00:00;460
216112;2020-01-21;00:00;00:00;00:00;00:00;02:00;0
216115;2020-01-21;00:00;00:00;00:00;00:00;02:00;0
216162;2020-01-21;00:00;08:29;00:00;00:00;00:00;0
216418;2020-01-21;00:00;01:59;00:00;00:00;00:00;0
216872;2020-01-21;00:07;00:00;00:00;00:00;00:00;7
216954;2020-01-21;00:00;00:00;00:00;00:00;02:00;0
216955;2020-01-21;00:16;00:00;00:00;00:00;00:00;16
217356;2020-01-21;00:06;00:00;00:00;00:00;00:00;6
217463;2020-01-21;11:00;00:00;00:00;00:00;00:00;660
217581;2020-01-21;00:00;00:00;00:00;00:00;02:00;0
217937;2020-01-21;00:00;01:29;00:00;00:00;00:00;0
218134;2020-01-21;00:00;11:01;00:00;00:00;00:00;0
218402;2020-01-21;00:00;00:09;00:00;00:00;00:00;0
218996;2020-01-21;00:00;08:58;00:00;00:00;00:00;0
219010;2020-01-21;00:15;00:00;00:00;00:00;00:00;15
219258;2020-01-21;00:27;00:00;00:00;00:00;00:00;27
219940;2020-01-21;00:06;00:00;00:00;00:00;00:00;6
220011;2020-01-21;00:00;00:30;00:00;00:00;00:00;0
220930;2020-01-21;00:00;00:00;00:00;00:00;02:00;0
220965;2020-01-21;00:00;02:03;00:00;00:00;00:00;0
221540;2020-01-21;00:00;04:47;00:00;00:00;00:00;0
222070;2020-01-21;00:00;00:00;00:00;00:00;02:00;0
222241;2020-01-21;00:00;02:27;00:00;00:00;00:00;0
222282;2020-01-21;00:00;11:12;00:00;00:00;00:00;0
222353;2020-01-21;01:17;00:00;00:00;00:00;00:00;77
222404;2020-01-21;00:00;00:00;00:00;00:00;02:00;0
222446;2020-01-21;00:09;00:00;00:00;00:00;00:00;9
222981;2020-01-21;00:16;00:00;00:00;00:00;00:00;16
223132;2020-01-21;00:07;00:00;00:00;00:00;00:00;7
223220;2020-01-21;00:00;03:51;00:00;00:00;00:00;0
223297;2020-01-21;00:00;04:51;00:00;00:00;00:00;0
223492;2020-01-21;00:13;00:00;00:00;00:00;00:00;13
223752;2020-01-21;00:00;01:00;00:00;00:00;00:00;0
224449;2020-01-21;00:00;08:49;00:00;00:00;00:00;0
224474;2020-01-21;00:13;00:00;00:00;00:00;00:00;13
224568;2020-01-21;00:00;01:52;00:00;00:00;00:00;0
224746;2020-01-21;00:00;10:47;00:00;00:00;00:00;0
224778;2020-01-21;00:06;00:00;00:00;00:00;00:00;6
225009;2020-01-21;00:00;00:10;00:00;00:00;00:00;0
225031;2020-01-21;00:01;00:00;00:00;00:00;00:00;1
225068;2020-01-21;00:00;01:22;00:00;00:00;00:00;0
225311;2020-01-21;00:00;00:00;00:00;00:00;01:59;0
225454;2020-01-21;00:06;00:00;00:00;00:00;00:00;6
225563;2020-01-21;00:07;00:00;00:00;00:00;00:00;7
225584;2020-01-21;05:39;00:00;00:00;00:00;00:00;339
225637;2020-01-21;00:00;00:07;00:00;00:00;00:00;0
225886;2020-01-21;00:09;00:00;00:00;00:00;00:00;9
225913;2020-01-21;00:00;00:06;00:00;00:00;00:00;0
225986;2020-01-21;00:01;00:00;00:00;00:00;00:00;1
226105;2020-01-21;00:00;00:00;00:00;00:00;01:00;0
226313;2020-01-21;00:02;00:00;00:00;00:00;00:00;2
226407;2020-01-21;00:00;00:46;00:00;00:00;00:00;0
226581;2020-01-21;00:15;00:00;00:00;00:00;00:00;15
226610;2020-01-21;00:00;03:33;00:00;00:00;00:00;0
226739;2020-01-21;00:00;00:00;00:00;00:00;00:40;0
226840;2020-01-21;00:00;00:00;00:00;00:00;00:18;0
