NC Funcionário;ADMISSÃO;CARGO;DEMISSÃO;Tipo de Rescisão
235587;2021-01-05;Oficial de Manutenção;2021-02-17;Demissão Antec. Contrato Experiência
235124;2020-12-04;Auxiliar Administrativo B;2021-02-04;Pedido antecipado do contrato experiência
233640;2020-03-10;Oficial de Manutenção;2021-02-01;Pedido
235621;2021-01-05;Mecânico de Refrigeração;2021-02-01;Pedido antecipado do contrato experiência
235415;2021-01-05;Eletricista;2021-02-09;Demissão Antec. Contrato Experiência
235392;2021-01-05;Oficial de Manutenção;2021-02-02;Pedido antecipado do contrato experiência
235605;2021-01-05;Oficial de Manutenção;2021-02-09;Demissão Antec. Contrato Experiência
235989;2021-01-20;Técnico de Segurança do Trabalho;2021-02-01;Pedido antecipado do contrato experiência
235907;2021-01-18;Mecânico de Refrigeração;2021-02-01;Pedido antecipado do contrato experiência
228809;2018-10-04;Eletricista;2021-03-01;Demissão
220977;2016-09-01;Encarregado de Serviços B;2021-03-05;Pedido
227717;2018-07-12;Recepcionista B;2021-03-10;Pedido
227121;2018-06-05;Operador de Central;2021-03-09;Demissão
233615;2020-03-09;Aprendiz - Área Administrativa;2021-03-22;Pedido antecipado do contrato experiência
233972;2020-05-07;Auxiliar de Manutenção Geral;2021-03-03;Pedido
221907;2016-12-05;Marceneiro;2021-03-06;Pedido
232181;2019-08-20;Eletricista;2021-03-01;Pedido
232872;2019-12-05;Aprendiz;2021-03-04;Termino de Contrato
230406;2019-03-06;Hidráulico;2021-03-10;Demissão
234991;2020-11-24;Eletricista;2021-03-16;Demissão
234332;2020-09-11;1/2 Oficial de Manutenção;2021-03-16;Demissão
231776;2019-07-24;1/2 Oficial de Mecânico de Refrigeração;2021-03-01;Demissão
234479;2020-10-02;Eletromecânico;2021-03-01;Pedido
216053;2015-05-02;Assistente de Gerência;2021-03-09;Demissão
216089;2015-05-02;Supervisor de Serviços A;2021-03-09;Demissão
216092;2015-05-02;Técnico de Refrigeração;2021-03-09;Demissão
216102;2015-05-02;Eletromecânico;2021-03-09;Demissão
232514;2019-10-02;Mecânico Industrial;2021-03-09;Demissão
227487;2018-06-22;Mecânico de Manutenção;2021-03-09;Demissão
216075;2015-05-02;Técnico de Telefonia;2021-03-09;Demissão
234520;2020-10-05;Eletricista;2021-03-09;Demissão
216105;2015-05-02;Técnico Eletrônico;2021-03-09;Demissão
216123;2015-05-02;Hidráulico;2021-03-09;Demissão
228834;2018-10-10;Oficial de Manutenção;2021-03-09;Demissão
216059;2015-05-02;Hidráulico Industrial;2021-03-09;Demissão
234930;2020-11-18;Mecânico de Refrigeração;2021-03-01;Demissão
234588;2020-10-16;Eletricista;2021-03-09;Demissão
234390;2020-09-21;Eletricista Industrial;2021-03-09;Demissão
216134;2015-05-02;Eletricista Industrial;2021-03-09;Demissão
224436;2017-08-08;Eletricista Industrial;2021-03-09;Demissão
234360;2020-09-21;Eletricista Industrial;2021-03-09;Demissão
234579;2020-10-13;Eletricista Industrial;2021-03-09;Demissão
227481;2018-06-22;Eletricista Industrial;2021-03-09;Demissão
234541;2020-10-07;Eletricista Industrial;2021-03-09;Demissão
216046;2015-05-02;Técnico Eletricista;2021-03-09;Demissão
235055;2020-11-26;Hidráulico Industrial;2021-03-01;Demissão
234702;2020-10-27;Hidráulico Industrial;2021-03-09;Demissão
233190;2020-02-04;Hidráulico Industrial;2021-03-09;Demissão
234534;2020-10-07;Hidráulico Industrial;2021-03-09;Demissão
224971;2017-10-02;Hidráulico Industrial;2021-03-09;Demissão
234666;2020-10-23;Hidráulico Industrial;2021-03-09;Demissão
231160;2019-05-13;Chaveiro;2021-03-09;Demissão
223699;2017-05-24;Pintor;2021-03-09;Demissão
230960;2019-04-18;Oficial de Manutenção;2021-03-09;Demissão
234591;2020-10-16;Hidráulico Industrial;2021-03-09;Demissão
234122;2020-08-04;Mecânico de Manutenção;2021-03-09;Demissão
216090;2015-05-02;Supervisor de Serviços B;2021-03-09;Demissão
216095;2015-05-02;Supervisor de Serviços B;2021-03-12;Demissão
216111;2015-05-02;Supervisor de Serviços B;2021-03-09;Demissão
219699;2016-04-11;Encarregado Técnico;2021-03-04;Pedido
229875;2019-01-09;Auxiliar de Manutenção Geral;2021-03-18;Pedido
235148;2020-12-07;Eletromecânico;2021-03-04;Demissão Antec. Contrato Experiência
230546;2019-03-18;Pintor;2021-03-05;Pedido
234525;2020-10-05;Auxiliar de Manutenção Geral;2021-03-30;Pedido
234427;2020-09-24;Auxiliar Administrativo B;2021-03-01;Pedido
233502;2020-03-03;Eletricista;2021-03-03;Demissão
236211;2021-02-02;Auxiliar de Manutenção Mecânica;2021-03-11;Demissão Antec. Contrato Experiência
236210;2021-02-02;Auxiliar de Manutenção Geral;2021-03-11;Demissão Antec. Contrato Experiência
235781;2021-01-12;Eletromecânico;2021-03-12;Pedido antecipado do contrato experiência
236454;2021-03-02;Ferramenteiro;2021-03-02;Pedido antecipado do contrato experiência
232642;2019-10-24;Serralheiro;2021-03-03;Demissão
233996;2020-06-10;Mecânico de Refrigeração;2021-03-02;Pedido
219894;2016-04-19;Hidráulico;2021-03-24;Demissão
236121;2021-01-22;Oficial de Manutenção;2021-03-05;Demissão Antec. Contrato Experiência
226708;2018-04-09;Técnico de Manutenção;2021-03-11;Pedido
236186;2021-02-02;Hidráulico;2021-03-01;Pedido antecipado do contrato experiência
230752;2019-04-01;Supervisor Técnico;2021-03-27;Demissão
236164;2021-01-25;Auxiliar Administrativo A;2021-03-22;Demissão Antec. Contrato Experiência
232422;2019-09-16;Encarregado Técnico;2021-03-27;Demissão
235018;2020-11-25;Mecânico de Refrigeração;2021-03-27;Demissão
236270;2021-02-04;Mecânico de Manutenção;2021-03-19;Demissão Antec. Contrato Experiência
232804;2019-11-22;Eletricista;2021-03-27;Demissão
235991;2021-01-21;Eletricista;2021-03-20;Demissão Antec. Contrato Experiência
232424;2019-09-16;Eletromecânico;2021-03-27;Demissão
235992;2021-01-21;Mecânico de Refrigeração;2021-03-21;Demissão Antec. Contrato Experiência
234480;2020-10-02;Mecânico de Refrigeração;2021-03-27;Demissão
235219;2020-12-14;Oficial de Manutenção;2021-03-20;Demissão
236303;2021-02-09;Oficial de Manutenção;2021-03-20;Demissão Antec. Contrato Experiência
235990;2021-01-21;Oficial de Manutenção;2021-03-21;Demissão Antec. Contrato Experiência
235231;2020-12-15;Eletricista;2021-03-21;Demissão
229624;2018-12-13;Mecânico de Refrigeração;2021-03-05;Demissão
229830;2019-01-07;Eletricista;2021-03-05;Demissão
229840;2019-01-07;Pintor;2021-03-05;Demissão
235160;2020-12-08;Mecânico de Refrigeração;2021-03-10;Demissão
233923;2020-04-13;Eletromecânico;2021-03-03;Demissão
232754;2019-11-11;Auxiliar Administrativo B;2021-03-08;Pedido
234631;2020-10-21;Preparador de Superfície;2021-03-04;Demissão
234559;2020-10-13;Preparador de Superfície;2021-03-01;Pedido
234386;2020-09-21;Preparador de Superfície;2021-03-17;Demissão
234555;2020-10-13;Preparador de Superfície;2021-03-17;Demissão
234397;2020-09-21;Preparador de Superfície;2021-03-17;Demissão
235221;2020-12-14;Auxiliar de Expedição;2021-03-01;Pedido antecipado do contrato experiência
235225;2020-12-15;Preparador de Superfície;2021-03-12;Pedido antecipado do contrato experiência
234778;2020-11-06;Preparador de Superfície;2021-03-03;Pedido
236444;2021-03-02;Auxiliar de Expedição;2021-03-18;Pedido antecipado do contrato experiência
234779;2020-11-06;Preparador de Superfície;2021-03-01;Demissão
234364;2020-09-21;Preparador de Superfície;2021-03-17;Demissão
234363;2020-09-21;Preparador de Superfície;2021-03-01;Pedido
234557;2020-10-13;Preparador de Superfície;2021-03-17;Demissão
235853;2021-01-18;Preparador de Superfície;2021-03-22;Justa Causa
234807;2020-11-06;Auxiliar de Expedição;2021-03-12;Pedido
232382;2019-09-10;Auxiliar Administrativo B;2021-03-19;Demissão
233185;2020-01-01;Autônomo;2021-03-01;
234259;2020-08-21;Analista de Sistemas Pleno;2021-03-30;Pedido
232894;2019-12-09;Aprendiz;2021-03-08;Termino de Contrato
228731;2018-09-25;Mecânico de Refrigeração;2021-03-01;Pedido
235227;2020-12-15;Coordenador Técnico B;2021-03-01;Pedido antecipado do contrato experiência
218115;2016-01-13;Coordenador Técnico B;2021-03-01;Pedido
221295;2016-10-20;Mecânico de Refrigeração;2021-03-11;Justa Causa
234939;2020-11-19;Oficial de Manutenção;2021-03-01;Pedido
236193;2021-02-02;Auxiliar de Limpeza B;2021-03-18;Termino de Contrato
234799;2020-11-06;Auxiliar de Limpeza B;2021-03-23;Demissão
216954;2015-09-03;Auxiliar de Limpeza B;2021-03-09;Demissão
229545;2018-12-11;Auxiliar de Limpeza B;2021-03-09;Demissão
223799;2017-06-05;Auxiliar de Limpeza B;2021-03-09;Demissão
222070;2016-12-16;Líder de Limpeza;2021-03-09;Demissão
231432;2019-06-13;Auxiliar de Limpeza B;2021-03-09;Demissão
231016;2019-04-25;Auxiliar de Limpeza B;2021-03-09;Demissão
217778;2015-12-11;Auxiliar de Limpeza B;2021-03-09;Demissão
226105;2018-02-05;Auxiliar de Limpeza B;2021-03-09;Demissão
90021;2004-03-10;Supervisor de Serviços B;2021-03-09;Demissão
226942;2018-05-11;Auxiliar de Limpeza B;2021-03-09;Demissão
228931;2018-10-22;Auxiliar de Limpeza B;2021-03-09;Demissão
225311;2017-11-01;Auxiliar de Limpeza B;2021-03-09;Demissão
216112;2015-05-02;Operador de Máquina;2021-03-09;Demissão
216082;2015-05-02;Auxiliar de Limpeza B;2021-03-09;Demissão
216114;2015-05-02;Operador de Máquina;2021-03-09;Demissão
233981;2020-05-11;Auxiliar de Limpeza B;2021-03-09;Demissão
232416;2019-09-16;Operador de Máquina;2021-03-09;Demissão
217581;2015-11-24;Auxiliar de Limpeza B;2021-03-09;Demissão
233710;2020-03-16;Auxiliar de Limpeza B;2021-03-09;Demissão
220930;2016-08-22;Auxiliar de Limpeza B;2021-03-09;Demissão
230317;2019-02-22;Jardineiro;2021-03-09;Demissão
230311;2019-02-21;Jardineiro;2021-03-09;Demissão
228735;2018-09-27;Jardineiro;2021-03-09;Demissão
221368;2016-10-19;Jardineiro;2021-03-09;Demissão
222404;2017-01-25;Auxiliar de Limpeza B;2021-03-09;Demissão
234866;2020-11-12;Auxiliar de Limpeza B;2021-03-01;Demissão
234993;2020-11-24;Auxiliar de Limpeza B;2021-03-01;Demissão
233970;2020-05-07;Auxiliar de Limpeza B;2021-03-09;Demissão
234933;2020-11-18;Auxiliar de Limpeza B;2021-03-01;Demissão
230832;2019-04-08;Auxiliar de Limpeza B;2021-03-08;Pedido
225778;2017-12-12;Auxiliar de Limpeza B;2021-03-22;Demissão
221210;2016-10-03;Auxiliar de Limpeza B;2021-03-08;Pedido
224022;2017-07-01;Líder de Portaria;2021-03-25;Demissão
226280;2018-02-14;Porteiro;2021-03-22;Demissão
217078;2015-10-01;Tratorista;2021-03-05;Demissão
229951;2019-01-18;Auxiliar de Limpeza B;2021-03-01;Demissão
236001;2021-01-20;Operador de Máquina;2021-03-05;Termino de Contrato
229282;2018-11-14;Auxiliar de Limpeza B;2021-03-04;Demissão
225806;2017-12-18;Auxiliar de Limpeza B;2021-03-04;Demissão
235150;2020-12-07;Auxiliar de Limpeza B;2021-03-01;Pedido antecipado do contrato experiência
236225;2021-02-02;Auxiliar de Limpeza B;2021-03-18;Termino de Contrato
236223;2021-02-02;Jardineiro;2021-03-01;Pedido antecipado do contrato experiência
234312;2020-09-09;Auxiliar de Limpeza B;2021-03-01;Justa Causa
236220;2021-02-02;Jardineiro;2021-03-12;Pedido antecipado do contrato experiência
233982;2020-05-15;Auxiliar de Limpeza B;2021-03-11;Demissão
234786;2020-11-06;Auxiliar de Limpeza B;2021-03-01;Demissão
235094;2020-12-03;Auxiliar de Limpeza / Banheirista;2021-03-01;Demissão Antec. Contrato Experiência
236390;2021-02-18;Auxiliar de Limpeza / Banheirista;2021-03-10;Pedido antecipado do contrato experiência
229710;2018-12-19;Auxiliar de Limpeza B;2021-03-01;Pedido
235010;2020-11-24;Auxiliar de Limpeza B;2021-03-07;Pedido
235207;2020-12-14;Auxiliar de Limpeza B;2021-03-11;Demissão Antec. Contrato Experiência
235806;2021-01-15;Auxiliar de Limpeza B;2021-03-16;Pedido antecipado do contrato experiência
231442;2019-06-14;Auxiliar de Limpeza B;2021-03-17;Pedido
235092;2020-12-03;Auxiliar de Limpeza B;2021-03-02;Termino de Contrato
233832;2020-03-25;Auxiliar de Limpeza B;2021-03-17;Demissão
235774;2021-01-11;Auxiliar de Limpeza B;2021-03-19;Demissão Antec. Contrato Experiência
230376;2019-03-01;Auxiliar de Limpeza B;2021-03-18;Demissão
228983;2018-10-22;Auxiliar de Limpeza B;2021-03-01;Pedido
233729;2020-03-18;Auxiliar de Limpeza B;2021-03-16;Pedido
233438;2020-03-03;Auxiliar de Limpeza B;2021-03-17;Demissão
234995;2020-11-24;Encarregado de Serviços B;2021-03-01;Demissão
235147;2020-12-07;Auxiliar de Limpeza B;2021-03-11;Demissão
235139;2020-12-04;Auxiliar de Limpeza B;2021-03-01;Pedido antecipado do contrato experiência
230842;2019-04-09;Auxiliar de Limpeza B;2021-03-05;Demissão
234118;2020-07-27;Auxiliar de Limpeza B;2021-03-15;Justa Causa
236371;2021-02-16;Auxiliar de Limpeza B;2021-03-12;Demissão Antec. Contrato Experiência
235186;2020-12-10;Auxiliar de Limpeza B;2021-03-17;Demissão
234128;2020-08-04;Auxiliar de Limpeza B;2021-03-23;Pedido
236339;2021-02-12;Auxiliar de Limpeza B;2021-03-11;Pedido antecipado do contrato experiência
235083;2020-12-03;Auxiliar de Limpeza B;2021-03-02;Termino de Contrato
232806;2019-11-25;Auxiliar de Limpeza B;2021-03-17;Demissão
235056;2020-11-26;Limpador de Vidros B;2021-03-05;Justa Causa
235525;2021-01-05;Auxiliar de Limpeza B;2021-03-23;Pedido antecipado do contrato experiência
231932;2019-08-05;Auxiliar de Limpeza B;2021-03-16;Pedido
236286;2021-02-05;Lider de Limpeza;2021-03-04;Demissão Antec. Contrato Experiência
232931;2019-12-11;Auxiliar de Limpeza B;2021-03-02;Pedido
234749;2020-11-04;Auxiliar de Limpeza B;2021-03-03;Pedido
234982;2020-11-24;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
229616;2018-12-13;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
235013;2020-11-24;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
229622;2018-12-13;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
235014;2020-11-24;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
229816;2019-01-07;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
235009;2020-11-24;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
229620;2018-12-13;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
234990;2020-11-24;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
234992;2020-11-24;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
234994;2020-11-24;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
229681;2018-12-14;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
232669;2019-11-04;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
235016;2020-11-24;Auxiliar de Limpeza / Banheirista;2021-03-05;Demissão
236466;2021-03-02;Recepcionista A;2021-03-18;Pedido antecipado do contrato experiência
229579;2018-12-18;Recepcionista A;2021-03-12;Demissão
235218;2020-12-14;Auxiliar de Limpeza B;2021-03-05;Demissão Antec. Contrato Experiência
232289;2019-08-31;Recepcionista B;2021-03-05;Pedido
235649;2021-01-08;Auxiliar de Limpeza B;2021-03-22;Pedido antecipado do contrato experiência
235280;2020-12-18;Encarregado de Serviços B;2021-03-17;Termino de Contrato
235736;2021-01-08;Auxiliar de Limpeza B;2021-03-09;Pedido antecipado do contrato experiência
235548;2021-01-08;Auxiliar de Limpeza B;2021-03-04;Demissão Antec. Contrato Experiência
235677;2021-01-08;Auxiliar de Limpeza B;2021-03-11;Pedido antecipado do contrato experiência
235662;2021-01-08;Auxiliar de Limpeza B;2021-03-15;Justa Causa
235707;2021-01-08;Auxiliar de Limpeza B;2021-03-01;Pedido antecipado do contrato experiência
235672;2021-01-08;Auxiliar de Limpeza B;2021-03-19;Demissão Antec. Contrato Experiência
235820;2021-01-18;Auxiliar de Limpeza B;2021-03-19;Demissão Antec. Contrato Experiência
235719;2021-01-08;Auxiliar de Limpeza B;2021-03-04;Demissão Antec. Contrato Experiência
235790;2021-01-13;Auxiliar de Limpeza / Banheirista;2021-03-16;Pedido antecipado do contrato experiência
236198;2021-02-02;Auxiliar de Limpeza B;2021-03-04;Demissão Antec. Contrato Experiência
235664;2021-01-08;Auxiliar de Limpeza B;2021-03-22;Pedido antecipado do contrato experiência
235715;2021-01-08;Auxiliar de Limpeza B;2021-03-15;Justa Causa
235283;2020-12-18;Encarregado de Serviços B;2021-03-18;Pedido
235572;2021-01-08;Auxiliar de Limpeza B;2021-03-15;Justa Causa
235712;2021-01-08;Auxiliar de Limpeza B;2021-03-16;Demissão Antec. Contrato Experiência
235535;2021-01-08;Auxiliar de Limpeza B;2021-03-15;Justa Causa
235799;2021-01-14;Auxiliar de Limpeza B;2021-03-10;Demissão Antec. Contrato Experiência
235471;2021-01-08;Auxiliar de Limpeza B;2021-03-02;Demissão Antec. Contrato Experiência
235544;2021-01-08;Auxiliar de Limpeza B;2021-03-03;Pedido antecipado do contrato experiência
235665;2021-01-08;Auxiliar de Limpeza / Banheirista;2021-03-11;Pedido antecipado do contrato experiência
236201;2021-02-02;Auxiliar de Almoxarifado;2021-03-18;Termino de Contrato
236202;2021-02-02;Auxiliar de Almoxarifado;2021-03-18;Termino de Contrato
236126;2021-01-26;Auxiliar de Limpeza B;2021-03-10;Pedido antecipado do contrato experiência
236094;2021-01-26;Auxiliar de Limpeza B;2021-03-11;Termino de Contrato
235284;2020-12-18;Encarregado de Serviços B;2021-03-17;Termino de Contrato
236044;2021-01-26;Auxiliar de Limpeza B;2021-03-11;Termino de Contrato
236051;2021-01-26;Auxiliar de Limpeza B;2021-03-10;Demissão Antec. Contrato Experiência
236299;2021-02-09;Coletor;2021-03-17;Pedido antecipado do contrato experiência
236092;2021-01-26;Auxiliar de Limpeza B;2021-03-09;Pedido antecipado do contrato experiência
236086;2021-01-26;Auxiliar de Limpeza B;2021-03-02;Pedido antecipado do contrato experiência
236081;2021-01-26;Auxiliar de Limpeza B;2021-03-10;Pedido antecipado do contrato experiência
236065;2021-01-26;Auxiliar de Limpeza B;2021-03-11;Termino de Contrato
236159;2021-01-26;Auxiliar de Limpeza B;2021-03-10;Demissão Antec. Contrato Experiência
236099;2021-01-26;Auxiliar de Limpeza B;2021-03-19;Demissão Antec. Contrato Experiência
235368;2020-12-23;Encarregado de Serviços B;2021-03-22;Termino de Contrato
236025;2021-01-26;Auxiliar de Limpeza B;2021-03-11;Termino de Contrato
236052;2021-01-26;Auxiliar de Limpeza B;2021-03-10;Demissão Antec. Contrato Experiência
236125;2021-01-26;Auxiliar de Limpeza B;2021-03-10;Pedido antecipado do contrato experiência
235376;2020-12-23;Coletor;2021-03-22;Termino de Contrato
236064;2021-01-26;Auxiliar de Limpeza B;2021-03-22;Pedido antecipado do contrato experiência
236203;2021-02-02;Auxiliar de Limpeza B;2021-03-18;Termino de Contrato
235333;2020-12-22;Auxiliar de Limpeza B;2021-03-08;Demissão Antec. Contrato Experiência
235388;2020-12-21;Auxiliar de Limpeza / Banheirista;2021-03-08;Demissão Antec. Contrato Experiência
234456;2020-09-28;Auxiliar de Limpeza B;2021-03-01;Justa Causa
236216;2021-02-02;Auxiliar de Limpeza B;2021-03-08;Demissão Antec. Contrato Experiência
